County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
medina,26177.0,0.0,0.0,0.0,57484.0,OH,92400,40620,37570,7130,47730,171550,50720,1570,110,1460,20,380,7150,24700,6405747,92170,6496351,76940,4711328,30430,36435,21530,90279,20160,71171,23700,22125,12930,171644,17610,217249,11730,183276,21150,509747,840,2890,13388,14300,184514,5760,388802,24090,90604,2530,644,510,9477,2450,19229,1730,8306,9320,10765,1020,2321,510,8334,34820,727277,4332054,5460,54061,31400,207211,2920,3433,31660,125810,2070,1164,34740,339855,28280,180635,670,2299,1070,723,3760,4757,520,1623,27700,103708,6540,41352,830,14087,76110,4654156,75710,877184,2620,10704,1130,1078,29510,37297,5690,2761,3130,1657,5960,7478,4790,854,14490,19934,2350,1114,10090,27841,1870,6344,2200,6980,1960,1363,88260,1009316,8800,17836,7110,14966,5080,6420,5040,4900,900,741,71740,840550,74870,881068,2220,3037,2140,5007,17920,81011,69790,178827
meigs,2424.0,0.0,0.0,0.0,7029.0,OH,9150,3600,3930,1150,4960,18120,5500,170,0,170,0,190,1450,2460,387682,9120,391445,7410,290598,1890,1440,860,2417,790,2038,820,573,1230,9758,690,4968,700,9360,2390,53815,430,640,3482,1310,12791,240,4221,1840,3763,210,51,0,0,90,645,80,361,660,697,60,107,0,0,1150,21635,99485,220,2102,1010,3855,120,195,940,1789,100,34,1150,5937,800,4188,0,0,0,0,100,104,0,0,650,3022,510,5973,0,0,6770,237201,6780,35372,30,113,150,124,2470,2694,160,7,110,46,400,448,530,87,1560,1922,200,98,920,1956,240,1104,260,1200,310,203,8790,53085,2070,4974,1770,4316,1270,1541,410,353,80,58,6160,32631,6720,35321,20,10,30,46,1260,3013,7650,20276
mercer,1312.0,0.0,291.0,8018.0,9118.0,OH,21120,9210,8220,1470,15230,39640,12580,90,0,90,0,280,1360,5550,1125689,21100,1150153,17840,809966,6850,10661,4410,19012,4100,14644,2720,3617,2680,31498,3760,34553,2490,29657,4530,82939,1400,360,1349,2890,31998,1670,88677,5690,24464,520,136,140,2289,690,5101,440,2416,1790,2078,150,391,680,5348,3870,72276,436331,890,11440,3360,19671,460,619,3320,8813,150,44,3860,29269,2610,13925,40,85,60,7,250,232,40,64,2690,13680,590,4872,40,222,16990,785805,16870,135057,240,921,280,236,7190,9478,1240,96,580,312,1230,1628,1770,332,3820,5972,490,577,2730,7966,510,3026,540,3104,390,264,19940,164545,2490,5487,2070,4818,1690,2311,1070,1053,230,218,15610,125578,16550,135275,160,227,300,587,3750,16547,16210,40918
miami,10375.0,0.0,1859.0,38041.0,0.0,OH,51640,22270,20410,5430,26920,97310,29040,1490,60,1430,0,710,5930,14040,2974177,51510,3021086,43020,2132869,14140,14528,9330,47173,8760,38130,9600,9306,6600,77065,7560,67853,6200,83314,11850,262018,960,1470,5891,7830,93890,2510,191910,12180,46909,1110,278,180,3359,1200,8694,770,3729,4560,5082,470,1051,440,10426,13860,281173,1610343,2590,28655,12450,83723,1190,1387,12340,35808,920,384,13810,121879,10830,62173,260,855,330,92,1820,2003,210,996,10450,49987,2450,17563,310,2669,41200,2057172,41030,369381,760,3417,630,533,16630,19916,2550,422,1550,837,2900,3400,3740,626,8850,11933,1180,769,5370,14495,1020,3441,1190,3743,1450,975,49210,444576,7630,16840,6370,14639,4760,6093,2520,2301,470,423,38010,349530,40070,369325,560,628,680,1703,8800,41939,40360,104471
monroe,2220.0,0.0,0.0,0.0,4301.0,OH,6190,2540,2800,570,3700,12020,3370,20,0,20,0,120,600,2070,320533,6170,323454,4640,174975,2070,1863,960,3262,900,2587,490,1017,1040,4976,860,11854,600,5249,1970,37669,580,580,3387,1160,12086,380,3796,1230,2921,120,30,0,0,90,662,80,366,390,385,20,48,0,0,700,15124,86444,170,1976,570,3889,130,188,530,994,30,15,700,5168,350,1770,0,0,0,0,40,31,0,0,450,3249,260,2597,20,332,4640,219823,4610,39210,50,241,90,128,1640,1676,180,14,40,11,250,269,380,75,930,1215,120,34,680,1360,160,878,200,981,240,166,5810,49930,1080,2472,910,2172,620,777,220,189,80,83,4250,37591,4600,40173,0,0,120,848,1030,6717,4780,14114
montgomery,86765.0,0.0,0.0,0.0,152564.0,OH,255360,123270,78340,39780,103890,459760,142250,8620,4670,3980,1130,3500,38600,68090,13771576,254490,13954736,209880,9594584,67350,88206,41470,270636,38690,214642,42370,43787,31900,392695,34110,524669,26920,408114,59170,1484694,750,6140,26108,36850,444822,8580,690182,57610,183160,5130,1267,1080,22663,4580,30682,3180,14009,22530,25284,2810,6437,620,12269,64980,1354294,7618216,13210,134771,57100,338626,6450,7828,57360,255828,5620,3127,64730,609224,48600,253733,1110,3407,1340,587,8950,8814,1210,6061,50650,255621,12550,91966,1820,21775,197180,9458066,196390,1724520,3970,20061,2760,2096,76270,83202,12250,6031,8450,4342,15850,16795,16580,2768,37190,44734,4870,1865,25060,65647,4560,13398,5270,14978,6510,4257,245130,2163654,50010,124980,44050,111201,32250,41785,15190,13566,1900,1321,178310,1643152,190500,1737127,3000,4532,3420,11472,42250,165986,202700,532069
morgan,1584.0,0.0,0.0,0.0,4496.0,OH,6090,2570,2510,670,3800,11650,3410,130,0,130,0,140,590,1650,242122,6070,244554,4890,180237,1610,1051,750,1790,690,1449,510,301,890,7432,610,4071,580,7033,1600,33414,530,520,2748,820,7777,180,1850,1220,2432,130,33,0,0,80,367,80,323,380,387,30,44,0,0,740,13859,61539,160,1965,610,2125,120,127,610,1013,40,12,730,3311,540,2625,0,0,0,0,60,55,0,0,420,1879,310,3771,0,0,4390,146819,4380,21349,0,0,90,65,1640,1785,130,5,50,24,230,271,430,75,990,1289,120,50,650,1281,170,982,190,1052,220,138,5780,31910,1260,2717,1060,2387,760,888,220,198,70,41,3980,19549,4350,21264,0,0,0,0,850,2153,4960,12502
morrow,2976.0,0.0,721.0,0.0,12202.0,OH,15580,6270,6580,1600,8260,30800,9690,250,40,220,0,300,2070,3830,757874,15540,767376,12940,577317,3190,2864,2070,5031,1910,3871,2510,1592,2580,28846,1650,10236,1410,19054,3390,70763,820,610,2456,2090,21381,550,23345,3670,9502,270,67,40,676,320,1935,200,783,1290,1358,110,243,100,699,3470,63982,318631,630,5687,3110,15439,280,304,3040,7814,230,109,3460,23812,2790,16123,100,312,60,27,500,641,0,0,2380,9041,780,6151,70,1577,12210,487884,12190,76997,100,422,160,188,4620,5472,370,25,340,177,710,786,1100,195,2850,3834,320,225,1990,4939,290,1117,360,1295,450,311,14690,101916,2680,6198,2210,5258,1720,2282,670,577,140,86,11140,71526,12040,77741,70,73,80,289,2630,8645,12240,30905
muskingum,8807.0,0.0,956.0,0.0,25031.0,OH,39590,17440,14400,5140,20340,74430,22970,230,20,210,0,900,5260,9790,1838889,39510,1860383,33200,1389498,7800,8725,5290,24706,4920,20247,4370,3884,5050,52411,4370,34746,3850,51447,8870,183854,1070,1910,8575,5260,54441,1430,50627,8340,21494,930,237,110,1743,560,3594,530,2335,3290,3541,280,642,70,973,6580,129488,713372,1580,15699,5740,30619,760,992,5690,14340,330,150,6570,46498,4890,27142,130,335,120,63,760,785,100,165,4690,21532,1970,17635,170,2048,29700,1198171,29610,202742,350,1492,530,508,11700,13016,1370,191,1230,491,1930,2230,3010,511,6430,8062,760,493,3820,8982,970,5506,1100,5852,1240,866,38000,281473,8240,19788,7200,17772,5080,6474,1820,1626,460,347,26900,189744,28750,202717,270,620,320,797,5140,16043,32970,89312
noble,1411.0,0.0,0.0,0.0,4304.0,OH,5380,2240,2310,540,3090,10500,3160,100,0,100,0,130,620,1450,258673,5370,261074,4330,175604,1620,1056,680,2164,650,1592,490,615,810,7871,630,6651,480,5571,1330,27227,530,420,2207,740,7296,230,2211,1080,2401,120,30,0,0,70,396,90,455,380,363,30,65,0,0,690,13695,73291,170,1455,610,2924,70,117,600,1065,30,14,690,4188,480,2700,0,0,0,0,50,44,0,0,440,2428,240,2839,0,0,4140,171236,4130,28345,50,225,90,77,1600,1716,120,10,80,29,220,246,420,81,940,1254,120,29,530,1214,150,868,170,939,180,130,5080,38121,910,2085,770,1822,560,699,180,172,50,33,3800,26589,4050,28494,0,0,60,276,840,4017,4260,12522
ottawa,0.0,6314.0,0.0,5444.0,6906.0,OH,21700,9790,8470,1940,11260,37970,9540,650,320,330,100,270,1990,7480,1223652,21650,1242146,16910,804753,6530,8309,4960,21756,4710,16709,3570,3091,2940,36109,3980,34759,3350,52321,6350,158114,510,1230,5381,4520,55360,1340,51375,5060,18494,470,120,140,2317,620,3953,380,1867,1650,1867,150,345,370,1671,5450,109498,596496,1390,15414,4530,23192,800,1017,4800,16112,300,185,5420,40709,3980,24782,200,567,150,29,420,478,110,199,4190,15946,1420,10366,150,1617,17230,854778,17140,146480,270,1101,330,280,6100,7415,1250,191,480,212,1050,1301,1240,229,2930,3980,490,196,2380,7011,590,2985,660,3132,510,342,20680,179808,2800,5898,2360,5122,1530,1853,920,893,250,226,16110,139086,16920,148209,210,236,270,772,3950,15102,16510,40491
paulding,0.0,0.0,0.0,0.0,6458.0,OH,9030,3800,3600,890,5930,17230,5200,30,0,30,0,220,980,2570,399490,9010,407808,7390,297721,2130,2630,1250,3019,1130,2371,870,815,1110,9409,1000,5034,840,8366,2280,42676,510,250,842,1410,14835,380,22521,2090,8318,160,37,0,0,220,1411,120,549,720,798,40,115,290,2942,1250,25129,128258,330,3861,1080,5587,150,132,1030,1973,80,33,1240,7795,820,3920,0,0,0,0,70,56,0,0,900,5577,270,2138,20,176,7030,268706,7000,42719,50,162,100,70,2750,3236,270,16,170,78,390,484,770,138,1590,2211,200,134,1050,3032,180,1063,210,1108,280,175,8580,55283,1460,3377,1240,3012,970,1295,340,338,80,47,6370,37592,6810,41261,20,12,50,98,1350,4703,7240,19299
perry,3660.0,0.0,0.0,0.0,9750.0,OH,15210,6230,6030,1840,6890,29980,9650,80,30,50,0,350,2140,3530,685788,15180,693058,12830,531127,2930,2327,1600,4751,1480,3837,1700,1196,2040,19469,1260,9319,1220,15215,3300,68152,620,850,3600,1850,18900,490,14656,3260,7270,340,85,30,416,200,1184,190,886,1240,1261,100,257,20,180,2420,45576,228308,500,4207,2110,9354,260,360,2120,5491,170,78,2410,15388,1880,10995,50,147,50,28,270,340,20,24,1610,5944,750,6841,50,358,11460,432661,11470,67724,70,245,220,203,4490,5166,310,28,310,157,690,823,1140,198,2800,3675,260,132,1560,3367,380,2338,420,2513,470,313,14580,96414,3190,7575,2770,6627,1970,2613,680,614,170,137,10410,62557,11250,67039,60,55,80,96,2030,6209,12650,33715
pickaway,5485.0,0.0,0.0,0.0,18035.0,OH,24940,10290,9980,2810,12660,48280,15050,760,670,80,180,460,3320,6320,1331076,24880,1347450,20650,981271,5930,5456,3420,12015,3190,9517,4990,3596,3440,35911,2690,28690,2320,31146,6020,149858,670,820,3344,3640,40983,900,38000,5890,16374,570,144,70,1158,470,3153,280,1317,2410,2707,210,491,100,938,7010,130695,680947,1090,10512,6400,36186,500,626,6200,16271,600,236,7000,53735,5670,34668,130,396,150,69,1200,1453,50,117,4950,19720,1410,9122,180,1387,19920,886491,19890,143679,230,878,250,218,7710,9141,750,62,740,428,1420,1703,1540,255,4650,6166,470,231,2780,8119,420,1590,490,1745,610,421,23910,181510,3880,9091,3330,7943,2520,3198,1300,1203,190,128,18380,133946,19500,144484,160,140,210,621,4320,18051,19710,50514
pike,4049.0,0.0,0.0,0.0,6817.0,OH,11260,4350,4540,1640,5640,22900,7640,800,800,0,220,280,1790,2740,493000,11230,498360,9230,365101,2510,2901,990,4105,900,2964,1120,823,1570,15683,930,7893,880,11725,2630,64302,480,680,2934,1450,14993,330,11139,2190,5360,260,72,0,0,130,1003,80,378,710,709,50,148,0,0,1670,33316,152345,390,4396,1470,5445,190,249,1310,2608,110,65,1660,8416,1150,6458,30,105,0,0,150,170,0,0,1070,5269,600,7445,40,476,8230,306175,8230,47703,70,211,90,86,3160,3352,190,18,190,72,500,563,830,138,1980,2431,180,56,1150,2670,210,920,240,969,470,315,10720,67714,2750,6829,2450,6019,1760,2177,440,391,110,78,7390,44205,8110,47869,30,27,40,126,1630,6236,9190,25110
portage,11591.0,24326.0,0.0,13772.0,22185.0,OH,75930,36070,27080,7170,37660,133880,37080,1160,300,870,60,790,7690,19920,4301205,75690,4358904,63030,3132913,18830,24827,13890,61827,12990,47563,13960,12249,10240,118570,11160,96620,8370,122401,16940,411376,730,3060,13589,10870,128258,3590,174817,18230,57699,1740,435,270,5120,1580,11405,1220,5676,7350,8274,810,2055,300,4205,20830,411227,2393169,3620,35443,18660,111512,1800,2127,18630,69772,1210,807,20760,185148,16500,100885,420,1400,520,274,2460,2733,350,951,15650,56942,4320,29579,530,5746,60660,3014385,60470,536930,1290,5228,970,806,22020,26204,3590,1089,2110,1104,4470,5268,4610,779,10530,13718,1550,618,7820,19248,1510,4450,1780,5017,1930,1247,72560,648865,10160,21475,8470,18542,5690,7174,4190,4044,670,502,56510,510736,59620,538335,1010,1544,1120,2396,13180,50641,59290,144422
preble,3802.0,0.0,860.0,14938.0,0.0,OH,19310,8160,7860,1890,10900,36630,10730,150,20,120,0,340,2590,5510,895094,19270,906812,15660,664210,4690,4661,2530,8511,2390,6479,2820,2085,2480,27360,2010,10556,1980,24456,5000,100676,870,570,2537,3080,32392,730,21901,4210,11718,320,79,40,654,450,2802,250,1169,1490,1609,100,233,90,596,3950,69547,344211,870,8603,3530,17917,360,367,3460,7447,250,106,3930,26063,2990,15807,80,241,60,30,540,513,30,60,2640,11414,870,6008,70,550,15060,576193,15030,88144,110,369,250,235,5740,6555,520,41,420,198,990,1095,1550,251,3310,4471,410,289,2220,6131,380,1239,460,1415,590,389,18290,117371,3110,7049,2630,6093,1970,2691,910,798,160,121,13780,81588,14770,89242,60,43,110,230,3350,10838,15060,37217
putnam,0.0,0.0,0.0,0.0,15943.0,OH,17400,7250,7050,1220,11370,33200,10690,280,60,230,0,180,1280,4630,990390,17390,1008360,14790,709813,6070,6313,4500,17936,4260,14866,2640,3442,1990,25017,3600,22981,2290,26402,3750,73702,1220,500,1726,2600,30318,1630,61333,4590,17970,450,113,120,1894,490,3204,380,1959,1580,1845,160,390,430,3843,3390,61232,401364,640,9072,2990,19533,350,440,2940,7013,80,28,3380,27147,2400,12474,80,127,40,4,180,175,60,299,2460,8770,510,3811,60,386,14210,699383,14090,120997,180,528,190,226,6320,8835,1260,179,570,277,1170,1608,1410,277,3250,5071,510,449,2130,6292,290,1480,330,1622,280,188,16640,151057,1740,3756,1460,3351,1180,1616,1000,995,130,120,13170,112381,13740,120530,120,91,190,1155,3040,12264,13470,34309
richland,14468.0,0.0,1444.0,0.0,34724.0,OH,56810,25580,20040,7230,29380,104790,31690,1460,0,1460,0,1140,7440,15980,2603744,56660,2639223,46320,1845970,12360,14519,8330,38102,7770,30358,7000,6693,6790,71033,6980,45024,6530,84847,13610,289987,1050,2050,8073,8700,91886,2280,131421,11340,35479,1070,267,110,1939,1000,6897,780,3554,4310,4675,360,818,250,4934,10250,198517,1055327,2380,23055,8860,47739,1240,1400,8930,26162,480,270,10220,75979,7400,36334,150,509,140,64,1070,1054,150,413,7590,42313,2370,19237,250,2501,42900,1687232,42750,283699,470,1867,760,728,16050,17293,1910,254,1200,591,2680,3064,4210,750,8750,11252,1110,544,5110,11581,1250,6499,1420,7056,1530,1014,53970,380498,11070,26483,9640,23804,6840,8832,2530,2293,500,407,38930,265946,41460,282052,350,517,480,1110,8350,27528,45800,115769
ross,9367.0,0.0,0.0,0.0,18829.0,OH,32430,13660,11630,4380,18010,61570,19350,1040,1040,0,330,640,4490,8270,1525361,32350,1541830,26770,1120533,7350,6850,3650,11888,3380,9551,3960,3054,3970,38102,3060,23396,3170,50281,7600,182414,890,1540,6200,4460,47474,1070,45923,6630,16469,740,187,80,1103,490,3164,320,1409,2540,2831,210,471,80,751,5890,106626,578526,1140,11849,5150,24595,640,989,5020,12470,320,178,5870,38467,4410,24651,180,483,120,50,680,773,60,102,3910,16955,1330,12306,150,1392,24750,994690,24700,162044,240,805,340,270,9130,10046,710,82,700,320,1540,1763,2330,370,5390,6674,590,267,3080,7475,630,2688,690,2821,960,640,31120,214898,6620,15907,5840,14197,4160,5207,1450,1276,270,218,22580,151998,24120,162169,190,255,240,518,5030,17905,26250,67133
sandusky,10256.0,0.0,0.0,0.0,15789.0,OH,30090,13740,10270,3750,18020,54190,16050,530,30,500,0,700,3460,8100,1421270,30040,1440390,25150,1039406,7570,6616,4990,19537,4690,16019,3960,3246,3180,31910,3880,27425,3630,44678,7350,144937,740,1230,4187,4590,49506,1250,59827,5950,19120,550,140,120,1736,580,3462,460,2169,2410,2665,170,405,330,1617,5560,99318,528483,1240,14228,4810,24739,680,783,4780,10572,210,122,5550,36366,3980,19156,190,383,120,20,650,607,60,173,3900,16885,1320,10021,150,1355,23810,935344,23700,149804,190,682,330,338,9370,9979,1200,89,750,318,1520,1767,2690,493,5020,6538,580,187,2520,6835,580,2493,640,2742,800,480,28890,200218,5000,11401,4300,10251,3040,3919,1370,1276,260,200,21780,139860,22890,148850,120,101,180,440,4310,14591,24550,61411
scioto,9838.0,0.0,0.0,0.0,19224.0,OH,28770,11480,11440,4320,14370,57810,18970,1240,1170,70,310,1200,4640,7470,1326395,28660,1340282,23420,972892,6340,5833,2820,15144,2630,12536,3050,2779,3880,39348,2310,12024,2290,32103,6930,176122,660,1650,8777,4080,43551,790,32095,6180,13887,860,223,40,1129,350,2314,340,1520,2310,2333,200,516,30,153,4890,100375,514192,1130,11370,4280,21619,520,713,3970,9425,330,146,4870,32095,3250,16547,90,198,100,51,450,457,60,165,3520,17711,1770,19544,140,2062,20930,843221,20900,140054,250,803,330,356,8000,8907,560,73,630,279,1580,1829,1880,310,4730,5910,530,221,2970,6532,750,4021,820,4309,920,675,27690,196886,6960,18080,6210,15929,4480,5713,1610,1463,210,176,18870,130985,20630,139721,200,294,200,294,4070,12713,23690,65430
seneca,7722.0,0.0,0.0,0.0,15214.0,OH,26570,12130,9320,3080,15600,48270,14340,150,50,100,0,740,3130,7190,1197406,26520,1215964,22180,881260,6930,7828,4780,14918,4390,11457,2570,2549,2840,33860,3820,25680,3150,37618,6430,115597,1120,920,3502,3740,39226,1290,42223,5760,18558,480,126,110,2275,570,3414,380,1807,2230,2384,160,429,340,1426,3700,70627,365189,930,13392,3150,16483,490,492,3110,6756,130,44,3670,23990,2560,12781,60,153,60,10,360,364,50,71,2570,11168,840,7012,80,534,20500,776901,20440,122086,160,554,340,277,8420,8786,1170,185,610,255,1280,1551,2540,487,4410,5782,570,252,2580,7291,630,3104,690,3279,710,414,25300,169132,4650,10431,4010,9441,2850,3627,1180,1135,270,220,18600,112979,19680,122360,110,126,160,594,3910,12392,21410,53446
shelby,4000.0,0.0,0.0,0.0,19335.0,OH,24000,10490,8740,2420,15360,44860,14380,560,50,520,0,460,2370,5740,1327183,23960,1345686,20520,933170,5710,6535,4530,17318,4350,13922,3500,3518,2540,27144,3600,90982,2530,32834,5110,95960,950,540,1837,3120,34805,1260,91009,4960,18503,470,123,70,1065,570,4154,300,1333,1770,2028,160,329,360,4498,4880,91508,619334,920,10786,4360,27652,430,523,4180,9970,200,67,4850,38391,3580,18877,70,166,80,16,480,485,70,70,3510,20335,750,5584,110,835,19070,926628,18980,163201,240,913,210,142,8220,10180,1430,222,520,284,1300,1613,2030,337,4450,6306,610,665,2250,5794,390,1533,440,1594,630,367,22870,200824,3570,8200,3080,7455,2380,3145,1160,1089,190,145,17390,153023,18300,161218,160,198,250,924,3640,16847,19200,50015
stark,54485.0,5157.0,0.0,4301.0,95511.0,OH,182820,85710,63890,21630,93170,331790,98370,4310,1830,2460,640,2210,22280,50510,9676176,182330,9822530,150240,6867117,46830,56099,32130,184050,30010,150686,27950,28018,23390,301732,26800,252725,21640,306506,42440,919496,1230,7730,32533,27820,322484,7880,497640,41800,146354,4220,1069,710,15182,3720,24562,2880,13337,17000,19231,1400,3409,680,10910,41560,842557,4893137,8570,90515,36320,208193,4490,4875,36930,129346,2370,1235,41380,345780,31470,176224,770,2263,950,519,4940,5325,810,2965,33140,161598,9570,68151,990,10903,141790,6599255,141090,1193531,2400,10609,2300,1768,54480,61231,8730,3527,5240,2580,10160,12096,12710,2232,26920,34605,3780,1144,17820,46888,3830,11358,4440,12453,4790,3097,175040,1505421,31600,73634,27240,65452,19170,24517,9140,8561,1700,1175,129790,1133785,137760,1200497,2040,3696,2470,7684,29280,109546,145300,360271
summit,44434.0,88013.0,0.0,43412.0,65215.0,OH,268200,131200,87610,32720,129250,477670,142610,5370,3230,2130,990,3560,32710,70040,16348013,267410,16585838,223400,11786522,71250,106318,52690,327378,49440,259065,51550,53217,36660,433833,43970,688449,30130,483340,56820,1330105,390,8620,39087,37480,467767,13310,862923,65620,237825,6180,1538,1460,29833,5830,43160,4370,20487,26190,30058,2780,6955,990,20439,77800,1692982,10228781,14190,140557,69880,502524,6570,7417,69060,296936,5150,2862,77570,813638,59380,344302,1250,4242,1860,922,8530,9489,1620,5568,62030,290726,15790,112283,2070,24220,210540,11720159,209440,2265433,6850,31646,3320,2651,78310,91028,15210,9474,8210,4309,15840,18477,16230,2846,35170,43676,5190,1588,28230,73689,5370,15635,6370,17204,6200,3967,257040,2704372,44000,102962,37970,90361,26180,33782,14560,13769,2440,1892,194180,2176884,206350,2287961,5820,9858,5800,15044,46740,197430,208780,535078
trumbull,2779.0,57844.0,0.0,26853.0,5711.0,OH,98640,47300,33480,11670,52450,176210,50420,3460,220,3260,40,1350,11400,30210,4523787,98360,4578890,77200,3066347,25030,36379,16880,67083,15780,52568,10410,10486,12330,139622,12510,63487,11600,138169,27650,602591,810,5750,23054,17660,191936,3800,201668,20230,55103,2020,519,280,6017,1570,9872,1470,6730,7880,8454,810,2090,320,3945,15720,295557,1651864,3670,37767,13340,67976,2070,2273,13660,42739,910,578,15660,114229,11280,56437,290,778,310,174,1780,1701,250,2348,11890,50037,3900,29916,690,8067,75140,2962001,74950,499007,680,2689,1590,1281,26750,27943,3890,809,1820,842,5030,6001,6870,1251,13060,16078,2000,531,8750,19445,2580,8923,2950,9861,2590,1658,94100,663845,18250,42032,15740,37083,10670,13541,4960,4690,1130,781,68870,471224,73600,498601,530,623,720,2355,14550,47252,80080,199335
tuscarawas,10654.0,0.0,0.0,0.0,27320.0,OH,44320,19430,17720,4350,25530,84550,25700,520,30,490,0,740,5200,11510,2172093,44270,2205165,37170,1537165,13240,15736,6930,28950,6450,22488,5100,6191,6120,84705,5640,47119,4630,55718,9340,194416,1080,2070,9407,6130,65582,2120,122610,9710,33072,880,229,140,2480,1000,6478,680,3518,3530,3951,240,585,340,5215,7540,152437,839670,1580,17049,6580,34413,840,973,6530,17894,330,159,7510,53584,5440,29415,110,377,120,36,830,855,140,443,5340,30316,1870,16466,180,2555,35000,1427565,34880,241694,350,1348,630,566,13650,15730,1570,194,700,311,2000,2460,3690,660,7660,10294,880,323,4590,13170,1040,4223,1150,4680,1380,929,42380,332117,7300,16171,6160,14210,4690,6548,1770,1686,430,304,31840,226338,33760,243436,270,329,460,1264,6800,23577,35580,90215
union,6557.0,0.0,0.0,0.0,19343.0,OH,25880,10360,11450,2170,12180,52030,17050,720,380,330,140,340,2740,5370,1895082,25840,1922598,22340,1474343,7800,7227,5820,20755,5470,13512,6620,6220,3730,57840,4260,42197,2650,44691,5040,125680,830,530,2387,3080,38733,1370,95688,6970,27516,690,177,210,4793,660,4852,390,1774,2810,3195,270,533,420,1895,9750,216879,1271548,1180,12542,9010,64979,620,852,8870,37520,860,351,9730,104284,8190,58160,240,744,240,109,1220,1664,150,153,7480,31064,1450,9603,150,2366,21570,1375374,21500,259336,860,3443,190,185,9210,11782,1790,394,1380,741,1550,1916,1280,210,5020,7025,650,372,3180,10993,340,1283,400,1430,560,399,24880,294883,2700,5701,2240,4916,1730,2240,1300,1242,150,108,20240,246545,21130,261376,690,928,600,1155,5210,25025,19610,52841
van wert,0.0,0.0,0.0,0.0,11029.0,OH,14030,6140,5450,1350,8930,26370,7970,80,0,80,0,300,1500,3940,662623,14000,673790,11600,478971,3430,3455,2580,7150,2420,5179,1380,1323,1700,16332,2080,12220,1730,20055,3380,62560,570,330,1195,2130,23067,620,26504,3520,11167,290,78,60,636,320,2127,200,1007,1350,1550,70,190,410,1965,2050,40565,214776,670,8699,1710,9691,320,294,1760,3418,90,21,2050,13545,1320,6108,0,0,20,4,140,117,20,10,1590,8659,460,3517,0,0,10950,430782,10890,69585,80,373,150,148,4640,5618,690,44,410,190,730,923,1260,230,2480,3437,360,249,1580,4344,300,1817,320,1937,400,260,13380,90646,2210,5140,1870,4568,1440,1887,630,613,130,88,9940,63967,10580,69286,70,110,110,151,2170,9313,11230,27874
vinton,1574.0,0.0,0.0,0.0,3556.0,OH,5110,2040,2110,670,2750,10450,3430,60,60,0,0,170,910,1230,209651,5100,211860,4330,162302,1020,997,390,2198,370,1940,390,283,660,6775,310,1586,350,3841,1110,22597,220,380,1556,640,6250,130,3927,970,2209,90,23,0,0,60,433,40,241,360,332,30,74,0,0,520,9821,43491,100,1167,440,1589,70,94,410,870,40,7,520,2599,370,1977,0,0,0,0,40,33,0,0,290,1015,230,2710,0,0,3760,125375,3760,18386,0,0,50,38,1450,1614,50,4,70,39,220,261,400,74,910,1148,80,48,520,1118,130,825,130,859,200,128,4930,29063,1250,3169,1120,2843,790,1058,240,203,50,40,3360,16754,3660,18223,0,0,0,0,630,1681,4320,12116
warren,30147.0,0.0,0.0,0.0,84402.0,OH,109880,45150,48100,9370,51320,218760,72220,1620,190,1430,30,810,10580,25990,9178234,109620,9308165,93320,6932850,34130,40167,28070,153477,26650,126823,29420,32320,16330,276409,22620,371682,12470,227231,22590,543561,790,2570,11965,15230,208636,6500,488285,29920,129931,3000,761,910,18855,2940,22634,1910,9833,10930,12434,1170,2730,460,10165,44470,1046762,6728183,6280,65495,40360,297493,3400,4390,40250,187222,3940,1643,44340,492993,36830,264818,880,3176,1180,601,4420,5686,960,2354,36020,173284,7290,50939,900,19020,90540,6901082,89950,1400265,5040,19230,1170,1212,37230,52328,8020,8267,5190,2878,6720,8499,4900,856,18570,25487,2980,1441,13210,42919,1830,6091,2210,6914,2050,1594,105100,1547104,10360,22870,8510,19240,6720,8732,5780,5559,800,669,85200,1351025,89150,1415712,4680,7336,4160,10173,23850,131925,80770,226253
