County,D0,D1,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N10970,A10970,N10971,A10971,N10973,A10973,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
montgomery,24362.0,17508.0,177709.0,24573.0,PA,441490.0,224350.0,170360.0,36570.0,399450.0,16490.0,230600.0,263180.0,6610.0,800920.0,3860.0,2460.0,1400.0,520.0,35630.0,131740.0,56181070.0,435970.0,56823325.0,349430.0,32792026.0,181600.0,1190426.0,145270.0,2146255.0,136550.0,1746815.0,6540.0,3812.0,68050.0,1618964.0,126780.0,8384613.0,54140.0,1333651.0,87280.0,2261865.0,383.0,87740.0,1292932.0,77520.0,1540441.0,32130.0,237708.0,213990.0,642255.0,12920.0,3359.0,6000.0,166319.0,15180.0,152898.0,8640.0,50061.0,37880.0,34660.0,145120.0,37740.0,367750.0,6418222.0,367750.0,6262237.0,78530.0,155986.0,63680.0,2911870.0,25956988.0,15060.0,357037.0,54880.0,852464.0,7560.0,7955.0,56390.0,516232.0,6860.0,5404.0,62800.0,538431.0,63300.0,545019.0,49390.0,598337.0,890.0,8009.0,3160.0,2827.0,4540.0,7984.0,3520.0,63259.0,52910.0,1227570.0,2320.0,94117.0,85740.0,709634.0,361940.0,46676743.0,358030.0,9411203.0,710.0,10284.0,3580.0,4760.0,164880.0,455120.0,46420.0,121063.0,18850.0,10164.0,20490.0,25130.0,16010.0,2905.0,104670.0,262398.0,7320.0,5239.0,54580.0,256012.0,9680.0,76942.0,10370.0,77197.0,416450.0,10310486.0,32850.0,60607.0,27740.0,53067.0,23160.0,39357.0,16790.0,15830.0,5960.0,6720.0,1310.0,2573.0,75250.0,104720.0,309570.0,546143.0,273390.0,276904.0,333520.0,8808378.0,348200.0,9365938.0,30750.0,66778.0,31990.0,212195.0,98820.0,891623.0,324640.0,1831034.0,307920.0,1012765.0,22570.0,811457.0
chester,0.0,0.0,136936.0,0.0,PA,268480.0,129750.0,114200.0,18980.0,244670.0,8900.0,139900.0,152700.0,4230.0,509100.0,3080.0,1820.0,1260.0,350.0,19850.0,78380.0,33282054.0,265890.0,33691999.0,213940.0,22020222.0,113820.0,275970.0,96270.0,1343731.0,90190.0,1114045.0,4770.0,3085.0,41990.0,987836.0,84670.0,3255424.0,33720.0,907415.0,53250.0,1470490.0,1375.0,45190.0,648003.0,46170.0,948931.0,20900.0,2192443.0,129280.0,409945.0,7540.0,1947.0,3810.0,102776.0,9650.0,101252.0,5150.0,30482.0,21000.0,18619.0,87520.0,22636.0,220500.0,3900219.0,220500.0,3806793.0,46530.0,93425.0,42570.0,1590189.0,13633608.0,8940.0,199914.0,36880.0,524722.0,4990.0,5597.0,38970.0,345673.0,4490.0,2384.0,42070.0,370882.0,42380.0,374366.0,34720.0,462654.0,760.0,7247.0,2850.0,2847.0,2280.0,3826.0,2300.0,43577.0,35380.0,453636.0,1140.0,40347.0,56490.0,443328.0,220920.0,28144649.0,218480.0,5662313.0,510.0,9654.0,1990.0,2803.0,104790.0,259485.0,32500.0,36927.0,10540.0,5550.0,11780.0,14580.0,8640.0,1564.0,66940.0,175655.0,4360.0,3927.0,33360.0,162931.0,5440.0,42159.0,5850.0,42392.0,252560.0,5925016.0,17220.0,31978.0,14470.0,27872.0,12950.0,22956.0,9940.0,9597.0,3320.0,4071.0,700.0,1429.0,46530.0,66164.0,178910.0,320176.0,157540.0,163290.0,204340.0,5402830.0,213050.0,5739350.0,23470.0,46523.0,23500.0,113766.0,65040.0,671944.0,191940.0,854259.0,181740.0,608412.0,13930.0,245847.0
carbon,10768.0,0.0,0.0,0.0,PA,33610.0,17330.0,11950.0,3560.0,31390.0,920.0,17530.0,23990.0,260.0,58520.0,220.0,0.0,220.0,0.0,4180.0,10330.0,1828145.0,32970.0,1846179.0,25860.0,1288646.0,8720.0,10402.0,6020.0,24342.0,5580.0,18731.0,230.0,89.0,3370.0,39527.0,4620.0,49833.0,3600.0,50090.0,8340.0,169506.0,130.0,9510.0,121845.0,6070.0,83701.0,1110.0,38128.0,13240.0,18034.0,700.0,182.0,70.0,1269.0,510.0,3955.0,520.0,2614.0,2370.0,1990.0,9710.0,2514.0,31500.0,556894.0,31500.0,543076.0,7050.0,13819.0,1160.0,37357.0,167392.0,350.0,7723.0,930.0,6244.0,180.0,163.0,1030.0,6520.0,150.0,106.0,1140.0,8514.0,1150.0,8645.0,880.0,7291.0,0.0,0.0,50.0,19.0,190.0,249.0,0.0,0.0,830.0,6524.0,70.0,4273.0,3090.0,14047.0,25610.0,1282801.0,25480.0,187828.0,0.0,0.0,300.0,348.0,9820.0,18031.0,990.0,145.0,670.0,344.0,1250.0,1532.0,1970.0,338.0,7080.0,15056.0,450.0,354.0,2470.0,6865.0,800.0,6122.0,840.0,6288.0,31860.0,242745.0,4400.0,8954.0,3910.0,8260.0,3050.0,4912.0,1090.0,1024.0,400.0,393.0,50.0,78.0,5330.0,7338.0,28510.0,52659.0,26350.0,27774.0,22650.0,169798.0,23680.0,178902.0,240.0,416.0,310.0,1079.0,4090.0,15559.0,28110.0,79310.0,27690.0,74984.0,600.0,4170.0
columbia,9861.0,0.0,0.0,0.0,PA,31040.0,15670.0,11610.0,2920.0,28710.0,1040.0,16620.0,21700.0,280.0,54380.0,600.0,570.0,30.0,100.0,3640.0,9520.0,1756043.0,30490.0,1773500.0,24480.0,1217798.0,9200.0,10718.0,6010.0,26501.0,5580.0,20737.0,180.0,49.0,3390.0,41484.0,4530.0,66562.0,3610.0,51396.0,7180.0,155232.0,543.0,7770.0,93168.0,5300.0,77060.0,1170.0,50391.0,11660.0,17457.0,610.0,158.0,70.0,1020.0,530.0,4049.0,460.0,2185.0,2460.0,2056.0,7630.0,1948.0,29160.0,517300.0,29160.0,504159.0,6590.0,13143.0,1000.0,30055.0,175240.0,260.0,6166.0,850.0,7378.0,120.0,100.0,870.0,4168.0,120.0,51.0,990.0,7338.0,1000.0,7336.0,730.0,6675.0,0.0,0.0,20.0,6.0,80.0,142.0,30.0,49.0,740.0,7713.0,50.0,999.0,3210.0,18398.0,23530.0,1246726.0,23360.0,184810.0,0.0,0.0,290.0,280.0,9690.0,17915.0,990.0,120.0,750.0,380.0,1300.0,1555.0,2330.0,463.0,6560.0,14449.0,420.0,600.0,2580.0,7872.0,750.0,7949.0,780.0,7909.0,29220.0,237236.0,3970.0,7734.0,3490.0,7098.0,2620.0,4375.0,1090.0,1009.0,410.0,460.0,70.0,76.0,4560.0,6223.0,26090.0,48765.0,24390.0,25900.0,20760.0,166894.0,21860.0,177308.0,370.0,384.0,440.0,1309.0,3700.0,16348.0,25900.0,76196.0,25410.0,70540.0,680.0,5444.0
lebanon,22606.0,0.0,0.0,0.0,PA,73910.0,35870.0,28320.0,8120.0,68280.0,2390.0,40920.0,49890.0,690.0,135200.0,1210.0,320.0,890.0,60.0,9130.0,22300.0,4479562.0,72920.0,4526100.0,58190.0,3046597.0,22090.0,37279.0,14570.0,68520.0,13680.0,52950.0,700.0,270.0,8560.0,117678.0,12210.0,145783.0,8990.0,143036.0,17360.0,377414.0,1065.0,15880.0,191332.0,13100.0,199397.0,3310.0,218224.0,30410.0,46538.0,1340.0,346.0,240.0,4610.0,1380.0,9544.0,1090.0,5435.0,5120.0,4374.0,22110.0,5788.0,68600.0,1228448.0,68600.0,1196957.0,15630.0,31491.0,3790.0,136123.0,674056.0,1100.0,31522.0,3140.0,25223.0,570.0,541.0,3240.0,17905.0,420.0,203.0,3740.0,27502.0,3760.0,27691.0,2500.0,22917.0,50.0,284.0,180.0,126.0,400.0,657.0,100.0,302.0,2970.0,48931.0,130.0,2986.0,9430.0,57854.0,57610.0,3185984.0,57230.0,479560.0,0.0,0.0,500.0,526.0,25070.0,49144.0,3370.0,631.0,1870.0,1091.0,2870.0,3499.0,5210.0,914.0,17550.0,40633.0,990.0,932.0,6410.0,20081.0,1220.0,10514.0,1270.0,10609.0,69680.0,586225.0,10000.0,21808.0,9060.0,20201.0,7780.0,13691.0,2340.0,2215.0,640.0,720.0,210.0,357.0,11510.0,15931.0,61220.0,117097.0,56690.0,63378.0,49940.0,429931.0,52450.0,456841.0,890.0,1122.0,1180.0,3864.0,10600.0,51407.0,59990.0,177634.0,58550.0,165047.0,2160.0,12453.0
luzerne,7234.0,59239.0,0.0,0.0,PA,170650.0,93520.0,50580.0,22770.0,157410.0,5360.0,92280.0,123740.0,1320.0,288910.0,1030.0,990.0,40.0,170.0,25710.0,47280.0,9332253.0,166920.0,9436348.0,133230.0,6348443.0,41060.0,58953.0,30860.0,158190.0,28950.0,126805.0,1000.0,376.0,18080.0,229398.0,23270.0,339679.0,15810.0,238980.0,36950.0,770297.0,303.0,51520.0,714387.0,26660.0,390052.0,6000.0,343778.0,67290.0,104095.0,3380.0,878.0,470.0,11292.0,2660.0,21637.0,3630.0,18513.0,12230.0,10723.0,47600.0,12555.0,159940.0,2723270.0,159940.0,2660072.0,32220.0,63200.0,5580.0,193732.0,1153414.0,2000.0,43385.0,4620.0,44773.0,800.0,833.0,4740.0,29460.0,610.0,376.0,5460.0,40729.0,5520.0,41728.0,3590.0,32926.0,80.0,506.0,210.0,210.0,510.0,696.0,250.0,1775.0,4320.0,41402.0,540.0,29468.0,16240.0,96355.0,130140.0,6637285.0,129460.0,1041973.0,50.0,352.0,1490.0,1468.0,54910.0,91546.0,6180.0,2316.0,4180.0,2328.0,8010.0,9471.0,12740.0,2287.0,36960.0,69222.0,3170.0,2481.0,13300.0,38432.0,3520.0,26349.0,3690.0,26695.0,162120.0,1357737.0,28370.0,61958.0,25710.0,57539.0,19830.0,32152.0,7090.0,6542.0,1780.0,1740.0,490.0,820.0,28810.0,39935.0,140730.0,249506.0,129580.0,132640.0,110630.0,950450.0,116890.0,1004073.0,1960.0,2724.0,2350.0,8217.0,19560.0,100102.0,144420.0,453230.0,141730.0,411302.0,3970.0,38979.0
montour,3378.0,0.0,0.0,0.0,PA,9290.0,4620.0,3700.0,710.0,8550.0,370.0,5140.0,6190.0,80.0,16760.0,40.0,40.0,0.0,0.0,1000.0,2960.0,690720.0,9170.0,696692.0,7240.0,514983.0,3510.0,3918.0,2260.0,10845.0,2120.0,8786.0,80.0,21.0,1060.0,16130.0,1740.0,24463.0,1270.0,23493.0,2210.0,47405.0,266.0,1620.0,17921.0,1690.0,26292.0,400.0,15422.0,3630.0,5972.0,130.0,33.0,40.0,628.0,160.0,1193.0,100.0,541.0,840.0,782.0,2440.0,634.0,8560.0,152002.0,8560.0,147901.0,2050.0,4101.0,540.0,18269.0,146082.0,80.0,2575.0,470.0,6294.0,40.0,34.0,460.0,2315.0,50.0,23.0,520.0,4274.0,530.0,4292.0,380.0,4755.0,0.0,0.0,0.0,0.0,30.0,44.0,0.0,0.0,400.0,6056.0,0.0,0.0,1210.0,5494.0,7230.0,531296.0,7180.0,93856.0,0.0,0.0,50.0,37.0,2990.0,5719.0,490.0,63.0,280.0,145.0,400.0,524.0,650.0,124.0,1940.0,4560.0,90.0,102.0,780.0,2402.0,160.0,1739.0,170.0,1691.0,8720.0,109035.0,900.0,1769.0,790.0,1620.0,640.0,1090.0,280.0,268.0,90.0,107.0,0.0,0.0,1320.0,1758.0,7430.0,13811.0,6840.0,7297.0,6530.0,88135.0,6760.0,92159.0,390.0,814.0,360.0,507.0,1250.0,6860.0,7580.0,23706.0,7430.0,22431.0,220.0,1048.0
northumberland,11682.0,0.0,0.0,0.0,PA,45990.0,23620.0,16280.0,4930.0,41890.0,1520.0,24100.0,32090.0,320.0,80740.0,450.0,310.0,140.0,50.0,7000.0,13730.0,2265968.0,44830.0,2288977.0,35430.0,1584198.0,12600.0,13373.0,7520.0,29656.0,7000.0,22923.0,260.0,97.0,4530.0,55233.0,5370.0,57157.0,4890.0,63484.0,11020.0,216917.0,630.0,11540.0,140890.0,7580.0,102150.0,1450.0,54396.0,16050.0,23009.0,660.0,171.0,100.0,1842.0,670.0,5007.0,560.0,2645.0,3520.0,3150.0,10840.0,2826.0,43330.0,763227.0,43330.0,744268.0,9590.0,18960.0,1070.0,34634.0,179310.0,360.0,9280.0,870.0,7020.0,180.0,164.0,900.0,3968.0,140.0,51.0,1040.0,7110.0,1050.0,7261.0,660.0,5701.0,0.0,0.0,0.0,0.0,80.0,105.0,30.0,67.0,750.0,9113.0,70.0,2224.0,3970.0,20623.0,33870.0,1548944.0,33730.0,217992.0,0.0,0.0,380.0,351.0,13930.0,25054.0,1170.0,104.0,1010.0,521.0,1690.0,2074.0,3430.0,623.0,9800.0,20529.0,610.0,538.0,3360.0,9650.0,910.0,9340.0,940.0,9322.0,43260.0,299850.0,6720.0,14074.0,6050.0,13081.0,4760.0,8044.0,1440.0,1366.0,440.0,525.0,50.0,49.0,7460.0,10356.0,38780.0,72859.0,36180.0,39001.0,29350.0,192937.0,30850.0,205352.0,260.0,310.0,380.0,1406.0,4910.0,17454.0,38860.0,111879.0,38170.0,104868.0,1030.0,7014.0
schuylkill,20960.0,0.0,0.0,0.0,PA,73490.0,38960.0,24650.0,8160.0,66130.0,2420.0,37640.0,51390.0,580.0,126920.0,350.0,40.0,310.0,0.0,9440.0,21450.0,3979612.0,70890.0,4018900.0,55590.0,2685668.0,20330.0,27211.0,13130.0,50367.0,12240.0,38656.0,330.0,89.0,6690.0,82007.0,9540.0,111954.0,7610.0,97758.0,17540.0,347816.0,523.0,19760.0,240753.0,12020.0,164413.0,2420.0,275894.0,28690.0,39288.0,1510.0,388.0,140.0,2696.0,1210.0,8901.0,1220.0,5582.0,5640.0,4880.0,20910.0,5445.0,68460.0,1196894.0,68460.0,1167773.0,14800.0,29122.0,1800.0,59443.0,472040.0,600.0,14586.0,1470.0,14415.0,280.0,280.0,1510.0,8257.0,220.0,130.0,1750.0,12310.0,1790.0,12645.0,1160.0,10051.0,20.0,105.0,50.0,58.0,170.0,271.0,50.0,297.0,1290.0,12653.0,170.0,8288.0,6020.0,53285.0,54150.0,2820320.0,53940.0,443193.0,0.0,0.0,680.0,700.0,21770.0,40282.0,2070.0,243.0,1600.0,808.0,2930.0,3735.0,4590.0,818.0,15790.0,32942.0,840.0,702.0,4970.0,14102.0,1540.0,14441.0,1640.0,14618.0,69200.0,589369.0,9920.0,20622.0,8890.0,19176.0,6870.0,11341.0,2520.0,2405.0,800.0,832.0,130.0,214.0,12580.0,17675.0,60950.0,112465.0,56710.0,59902.0,47460.0,402909.0,49640.0,422246.0,470.0,597.0,660.0,2918.0,7810.0,32004.0,62090.0,198896.0,60980.0,169644.0,1670.0,29176.0
bradford,7279.0,0.0,0.0,0.0,PA,29270.0,13740.0,11720.0,3170.0,28060.0,440.0,19000.0,20010.0,180.0,54290.0,210.0,0.0,210.0,0.0,3780.0,9370.0,1626719.0,28790.0,1642144.0,22000.0,1084424.0,9800.0,11477.0,5570.0,29157.0,5290.0,22156.0,210.0,108.0,3420.0,37951.0,4290.0,51650.0,3420.0,54666.0,7260.0,145415.0,1007.0,5920.0,68514.0,5410.0,76357.0,1480.0,40009.0,10220.0,15425.0,550.0,145.0,80.0,1303.0,460.0,3230.0,390.0,1896.0,2130.0,1863.0,6510.0,1665.0,27550.0,502830.0,27550.0,489832.0,6570.0,12996.0,810.0,29005.0,148173.0,270.0,7148.0,660.0,6000.0,130.0,107.0,680.0,3435.0,60.0,13.0,810.0,5739.0,810.0,5802.0,490.0,4329.0,0.0,0.0,0.0,0.0,50.0,74.0,0.0,0.0,580.0,9775.0,50.0,867.0,3050.0,14935.0,22110.0,1144672.0,21960.0,169848.0,0.0,0.0,290.0,319.0,9300.0,18013.0,1040.0,144.0,710.0,415.0,1030.0,1272.0,2080.0,413.0,6660.0,15101.0,330.0,251.0,2620.0,7416.0,730.0,6322.0,750.0,6253.0,27500.0,226563.0,4240.0,9362.0,3790.0,8560.0,3220.0,5697.0,880.0,817.0,370.0,487.0,40.0,35.0,4830.0,6674.0,25040.0,48378.0,23390.0,26333.0,19080.0,151549.0,20240.0,161426.0,280.0,361.0,410.0,1299.0,3630.0,14528.0,24240.0,79566.0,23420.0,71547.0,1270.0,7132.0
clinton,5296.0,0.0,0.0,0.0,PA,17810.0,8660.0,6910.0,1870.0,16710.0,480.0,8670.0,12910.0,90.0,32540.0,130.0,40.0,90.0,0.0,2480.0,5400.0,942594.0,17520.0,950630.0,13900.0,641506.0,4500.0,4805.0,2750.0,10483.0,2580.0,8339.0,100.0,33.0,1910.0,22093.0,2090.0,24987.0,1890.0,24465.0,4460.0,89372.0,391.0,4370.0,52803.0,2960.0,40422.0,710.0,33646.0,6210.0,8036.0,320.0,81.0,0.0,0.0,240.0,1737.0,230.0,1093.0,1370.0,1125.0,4240.0,1092.0,16830.0,303476.0,16830.0,296046.0,3720.0,7429.0,490.0,20121.0,96937.0,150.0,4288.0,390.0,3132.0,90.0,75.0,430.0,1946.0,40.0,14.0,480.0,3346.0,480.0,3397.0,340.0,2976.0,0.0,0.0,0.0,0.0,50.0,75.0,0.0,0.0,350.0,6389.0,30.0,545.0,1670.0,9137.0,13420.0,645883.0,13370.0,93108.0,0.0,0.0,160.0,142.0,5450.0,9943.0,420.0,46.0,350.0,189.0,650.0,776.0,1200.0,218.0,3940.0,8364.0,200.0,133.0,1220.0,3033.0,330.0,2197.0,340.0,2219.0,16770.0,128261.0,2450.0,4964.0,2180.0,4614.0,1700.0,2936.0,580.0,524.0,170.0,183.0,30.0,49.0,2600.0,3458.0,15160.0,28862.0,14320.0,15791.0,11690.0,83147.0,12260.0,87266.0,80.0,75.0,150.0,489.0,1870.0,7396.0,15100.0,44013.0,14830.0,40842.0,410.0,2698.0
juniata,2104.0,0.0,0.0,0.0,PA,11720.0,5440.0,5250.0,820.0,10870.0,270.0,7600.0,7350.0,60.0,22130.0,230.0,230.0,0.0,30.0,1220.0,3540.0,617150.0,11580.0,625320.0,8970.0,408235.0,4150.0,6906.0,2190.0,6279.0,2010.0,4843.0,60.0,18.0,1870.0,33084.0,1570.0,14404.0,1260.0,14477.0,2740.0,56482.0,502.0,3100.0,29820.0,1920.0,25876.0,640.0,32147.0,4610.0,8170.0,130.0,36.0,30.0,434.0,330.0,1891.0,230.0,1319.0,740.0,610.0,3130.0,836.0,11120.0,204883.0,11120.0,199782.0,2520.0,5101.0,330.0,12290.0,56618.0,130.0,3677.0,250.0,2009.0,60.0,49.0,250.0,928.0,30.0,14.0,310.0,1967.0,320.0,2017.0,170.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,4756.0,0.0,0.0,1670.0,11838.0,8850.0,413910.0,8790.0,57040.0,0.0,0.0,110.0,108.0,3530.0,7220.0,260.0,14.0,150.0,67.0,380.0,459.0,690.0,133.0,2650.0,6312.0,180.0,130.0,1390.0,4569.0,300.0,3482.0,300.0,3506.0,10820.0,75316.0,1390.0,2775.0,1170.0,2492.0,1030.0,1902.0,310.0,275.0,160.0,162.0,0.0,0.0,1620.0,2214.0,9770.0,19515.0,9290.0,10628.0,7720.0,49812.0,8230.0,55007.0,60.0,50.0,110.0,211.0,1560.0,6255.0,9450.0,26247.0,9190.0,24488.0,390.0,1722.0
lycoming,15624.0,0.0,0.0,0.0,PA,56320.0,28100.0,20590.0,6410.0,52410.0,1380.0,31160.0,39240.0,390.0,100150.0,140.0,140.0,0.0,0.0,7230.0,17430.0,3178953.0,55090.0,3211860.0,43870.0,2125852.0,16280.0,21188.0,10540.0,50297.0,9770.0,37746.0,420.0,154.0,6190.0,72947.0,8200.0,98509.0,6700.0,95817.0,13770.0,271608.0,800.0,13550.0,163602.0,9790.0,143064.0,2480.0,174009.0,20810.0,32907.0,1020.0,267.0,160.0,3172.0,870.0,6718.0,770.0,4023.0,4830.0,4429.0,14070.0,3650.0,52200.0,926696.0,52200.0,903028.0,11890.0,23668.0,2240.0,78950.0,459596.0,710.0,18537.0,1820.0,18470.0,380.0,353.0,1900.0,10314.0,180.0,99.0,2190.0,16369.0,2220.0,16492.0,1500.0,13307.0,50.0,241.0,60.0,80.0,200.0,227.0,80.0,578.0,1690.0,24463.0,110.0,3059.0,5710.0,39387.0,42100.0,2251256.0,41850.0,356234.0,0.0,0.0,480.0,569.0,17840.0,33250.0,1970.0,261.0,1530.0,830.0,2370.0,3010.0,4090.0,771.0,12390.0,27058.0,590.0,591.0,4410.0,12613.0,1080.0,7788.0,1140.0,7766.0,52860.0,436007.0,8180.0,17319.0,7360.0,16126.0,5810.0,9624.0,2110.0,2070.0,610.0,734.0,120.0,166.0,8750.0,11904.0,47090.0,88608.0,43950.0,47843.0,36510.0,322985.0,38350.0,340075.0,570.0,933.0,740.0,2301.0,6990.0,35198.0,46540.0,140067.0,45580.0,130140.0,1510.0,9928.0
mifflin,4313.0,0.0,0.0,0.0,PA,22510.0,10910.0,9080.0,2030.0,21420.0,380.0,14000.0,15340.0,130.0,42000.0,480.0,480.0,0.0,70.0,2770.0,6880.0,1091153.0,22110.0,1102609.0,17290.0,758533.0,6580.0,7335.0,3050.0,9474.0,2860.0,7133.0,110.0,25.0,2880.0,48505.0,2460.0,31028.0,2410.0,26296.0,5450.0,95101.0,712.0,5590.0,55843.0,3580.0,46498.0,650.0,28615.0,7950.0,11456.0,310.0,75.0,40.0,670.0,350.0,2405.0,260.0,1148.0,1660.0,1442.0,5330.0,1406.0,21410.0,388295.0,21410.0,378439.0,4890.0,9857.0,450.0,14790.0,71094.0,140.0,3643.0,370.0,2402.0,90.0,60.0,370.0,1611.0,50.0,11.0,450.0,2976.0,450.0,3008.0,280.0,2223.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,340.0,4676.0,20.0,402.0,2530.0,14151.0,16590.0,723136.0,16480.0,97733.0,0.0,0.0,160.0,156.0,7010.0,12778.0,520.0,39.0,340.0,177.0,740.0,925.0,1860.0,336.0,4880.0,10643.0,400.0,307.0,2060.0,5846.0,410.0,4813.0,440.0,4849.0,20820.0,134102.0,3080.0,6269.0,2740.0,5754.0,2260.0,4108.0,630.0,599.0,210.0,205.0,80.0,103.0,3070.0,4114.0,19040.0,36782.0,18360.0,20794.0,14180.0,84924.0,15070.0,91704.0,90.0,84.0,170.0,380.0,2520.0,9358.0,18620.0,51695.0,18340.0,48573.0,460.0,2620.0
perry,5255.0,0.0,0.0,0.0,PA,23630.0,11210.0,9840.0,1950.0,21920.0,670.0,11500.0,15590.0,190.0,43710.0,520.0,470.0,50.0,70.0,2760.0,7180.0,1359443.0,23310.0,1373418.0,18260.0,941648.0,7710.0,8785.0,4030.0,14202.0,3710.0,10729.0,150.0,56.0,3080.0,45886.0,3060.0,34582.0,2530.0,33826.0,6170.0,151350.0,548.0,4930.0,55161.0,4240.0,60222.0,840.0,41137.0,9480.0,13975.0,330.0,79.0,50.0,979.0,480.0,3001.0,320.0,1683.0,1570.0,1341.0,6670.0,1754.0,22110.0,403413.0,22110.0,393475.0,4980.0,9939.0,950.0,28066.0,112287.0,280.0,6680.0,780.0,4697.0,130.0,100.0,840.0,3455.0,130.0,62.0,920.0,6508.0,930.0,6596.0,680.0,6204.0,0.0,0.0,40.0,28.0,130.0,172.0,20.0,102.0,690.0,6581.0,40.0,549.0,2700.0,15643.0,18600.0,955178.0,18520.0,132594.0,0.0,0.0,190.0,262.0,7310.0,15363.0,720.0,70.0,540.0,276.0,840.0,1046.0,1470.0,272.0,5230.0,12962.0,340.0,470.0,2140.0,6280.0,540.0,5142.0,570.0,5126.0,22220.0,164812.0,2630.0,5244.0,2270.0,4690.0,1970.0,3740.0,680.0,648.0,310.0,382.0,30.0,30.0,3400.0,4559.0,20160.0,39452.0,18870.0,21401.0,16560.0,117209.0,17440.0,124691.0,150.0,108.0,220.0,330.0,3490.0,12342.0,19070.0,52401.0,18740.0,50230.0,460.0,2135.0
potter,1649.0,0.0,0.0,0.0,PA,7840.0,3600.0,3450.0,620.0,7280.0,240.0,4910.0,5340.0,40.0,14730.0,50.0,0.0,50.0,0.0,960.0,2810.0,394155.0,7670.0,398779.0,5660.0,254194.0,2440.0,2238.0,1590.0,5210.0,1450.0,4012.0,30.0,21.0,1190.0,14254.0,1250.0,14303.0,940.0,14535.0,2250.0,45447.0,309.0,1650.0,20923.0,1570.0,21040.0,280.0,12756.0,2820.0,4624.0,140.0,37.0,0.0,0.0,140.0,978.0,100.0,498.0,560.0,505.0,1700.0,441.0,7410.0,137744.0,7410.0,133772.0,2000.0,3974.0,150.0,5417.0,24622.0,60.0,1438.0,110.0,1018.0,30.0,25.0,130.0,601.0,0.0,0.0,140.0,1035.0,140.0,1050.0,80.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1649.0,0.0,0.0,970.0,4536.0,5560.0,269566.0,5520.0,38707.0,0.0,0.0,90.0,124.0,2380.0,4221.0,320.0,25.0,120.0,52.0,270.0,319.0,590.0,127.0,1620.0,3539.0,80.0,41.0,870.0,2292.0,200.0,1893.0,220.0,1930.0,7220.0,52074.0,1180.0,2501.0,1020.0,2267.0,850.0,1497.0,220.0,211.0,100.0,94.0,0.0,0.0,1160.0,1637.0,6710.0,13279.0,6230.0,7035.0,4760.0,34391.0,5180.0,37277.0,50.0,53.0,80.0,216.0,990.0,4028.0,6350.0,18673.0,6190.0,17541.0,230.0,923.0
