County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
oconto,5769.0,0.0,0.0,13712.0,0.0,WI,18510,8210,8800,1410,11530,35260,9250,260,190,70,40,150,1310,5450,1004616,18450,1020652,15160,740391,6640,4910,3990,12256,3700,9593,3830,3400,2430,25496,3500,30817,2780,40927,3800,76467,630,1110,3744,3150,38038,1040,40371,4450,16036,400,103,80,854,620,3552,460,2220,1530,1477,130,276,220,2416,5640,110274,556862,1290,11096,5090,29008,480,411,5290,18174,350,187,5630,49250,4460,25002,160,286,80,25,600,599,80,133,4340,11421,1360,9327,230,1664,14570,672878,14500,110644,210,923,670,629,5890,6405,870,68,590,308,1020,1166,1540,320,2860,4034,540,216,1900,5121,1220,5952,1350,6298,590,405,17360,138038,2450,5010,1980,4266,1350,1765,810,752,570,456,13560,104051,14330,110796,100,180,170,418,3240,10379,14160,34905
oneida,7875.0,0.0,0.0,0.0,13039.0,WI,19580,9340,8660,1450,11410,34380,7320,800,0,800,0,170,1500,7290,1099957,19520,1119396,14800,671492,7740,9319,4470,24662,4180,19689,3300,3374,3080,38928,4020,49964,3450,54284,5380,125151,110,1130,4118,4320,57488,1180,61277,4980,19439,400,106,90,1314,870,4982,560,2725,1450,1419,230,331,90,1017,5430,119296,622395,1760,15604,4630,32562,680,670,5000,19252,330,182,5430,54143,3930,24904,120,371,120,37,340,363,180,675,4140,15973,1090,6989,210,2593,15080,753599,15040,134931,340,1783,900,840,5490,5653,1270,339,590,313,950,966,1370,300,2220,2854,420,115,2420,6799,1630,9167,1770,9607,640,449,18020,163373,2650,5111,2120,4335,1330,1576,760,671,710,611,14050,129973,14970,138862,210,369,290,1317,3990,14539,13950,32811
outagamie,38024.0,0.0,6.0,54720.0,0.0,WI,94020,45980,39500,7910,46640,177940,52820,2240,830,1400,270,360,7720,21570,6474308,93840,6576731,80500,4562480,40060,39263,21460,103947,20060,84186,20160,23303,10330,149410,18450,222307,12360,185416,17890,311672,1070,3760,12902,12800,170563,4990,476867,24520,102423,2290,569,530,8806,2490,18687,2010,8978,10680,11071,1150,2233,1080,22326,29530,667613,4173260,5000,50444,27400,218411,1680,1397,27290,116179,2460,1336,29470,347728,22990,124006,600,1711,680,240,3660,3713,690,2610,23590,118022,4880,31571,830,8806,77040,4682596,76630,897926,2090,10780,2340,2031,33050,39900,6340,1921,3940,1915,6480,7374,7460,1389,16000,22506,1970,562,8350,25847,4000,16454,4480,17783,2330,1515,89170,1020338,10620,21776,8810,19091,6530,8762,4960,4709,1660,1317,71660,859813,74520,898385,1500,3032,1760,6088,17250,79751,71610,176832
ozaukee,16793.0,0.0,0.0,0.0,34127.0,WI,46060,21350,21760,2620,24740,87590,24530,660,40,620,0,100,2520,14660,4998678,45950,5095471,37070,3167623,20730,47783,16830,184946,16070,153449,13390,23042,6810,130321,14760,344280,8530,174827,10460,239916,300,1220,4645,8930,151828,4460,583841,13550,96793,1240,308,570,13344,2160,20056,1110,5985,4710,5354,620,1563,500,20347,21450,679555,4201387,4470,51274,19570,252042,1560,1286,19970,116501,1660,957,21410,379199,16060,123373,520,1786,700,293,1300,1472,880,4581,18740,121636,3600,29512,460,5850,38210,3909568,37690,907742,3080,20512,1170,1474,16240,23739,5930,5216,2120,1014,2890,3657,1980,389,5840,8062,1250,487,5970,24161,2000,10021,2290,11209,790,534,43150,996014,2920,5203,2290,4294,1600,2098,2320,2305,770,701,36070,886585,37410,928802,2540,6229,2750,11359,11220,91399,30730,114767
pepin,0.0,2686.0,2.0,0.0,0.0,WI,3530,1620,1650,260,2550,6720,1830,0,0,0,0,0,220,1140,196130,3530,200570,2830,128776,1550,1836,720,2288,660,1465,570,558,570,6543,740,6837,520,5992,760,15584,350,200,715,640,7988,310,21861,1070,4440,90,22,0,0,180,1034,110,577,330,324,30,66,110,808,930,21186,106419,280,2683,800,7118,130,82,870,3472,80,23,930,10807,640,3520,20,60,30,9,70,71,0,0,720,1913,220,1553,20,111,2760,133939,2770,23992,50,216,150,133,1140,1279,210,16,160,75,190,222,280,60,530,730,80,43,510,1396,290,1834,310,1897,110,74,3270,29470,470,924,370,749,250,344,170,156,140,122,2550,22644,2740,24409,30,24,30,90,750,2465,2540,5895
pierce,0.0,15428.0,2.0,0.0,0.0,WI,19210,9130,8340,1590,11540,35950,10150,180,0,180,0,80,1640,4920,1214704,19180,1233748,16350,926585,7200,7340,4220,18157,3880,14727,4750,4766,2710,28808,3570,30457,2210,31567,3910,90275,990,1080,4839,2870,40325,1200,51884,5790,19044,540,137,100,1320,660,3968,430,1983,2380,2422,240,537,390,2237,7270,161631,814723,1390,13183,6650,47167,510,420,6820,31702,1480,484,7250,80312,5800,38417,240,665,470,128,800,879,150,477,5790,18279,1410,7770,180,1792,15920,846298,15810,145908,440,2268,500,547,6320,7864,1070,280,1150,586,1350,1617,1150,217,3120,4362,450,303,2300,5939,860,5463,940,5908,550,342,18280,168760,1930,3703,1570,3194,1140,1495,1120,1079,400,350,14770,138044,15500,145979,230,287,290,635,4030,15141,14250,34369
polk,7889.0,0.0,0.0,0.0,14003.0,WI,21930,10240,9450,2060,13930,41010,11130,460,20,430,0,190,1980,6610,1131923,21870,1152665,17590,826877,7460,8383,4150,16005,3820,12482,4320,4371,3340,36689,3750,30555,3130,53169,4810,97541,1030,1400,6414,3760,48162,1190,39260,6000,20742,530,137,80,1261,780,4542,560,2785,2250,2247,190,386,350,2226,6940,139106,658928,1710,15191,6090,35273,770,631,6470,24601,980,424,6920,61691,5440,32704,170,521,550,171,800,834,120,379,5450,16594,1460,9585,210,2181,17170,753485,17110,121800,270,1407,830,796,6570,7386,920,145,900,439,1210,1416,1570,304,3440,4655,450,180,2690,6844,1490,9984,1600,10494,920,619,20350,152376,3140,6584,2520,5496,1840,2489,1040,980,640,545,15830,114267,16980,123186,150,181,200,447,4480,12658,15950,38090
portage,0.0,26024.0,3.0,0.0,0.0,WI,33830,17140,14020,2480,17670,61270,16280,1260,240,1010,110,220,2660,9070,1951025,33760,1978944,27910,1376922,11770,12693,7700,33527,7200,26615,6270,6397,4080,47133,6470,58840,4450,62894,7730,180889,880,1590,5147,5420,74377,1700,98927,8570,27919,810,205,150,2556,870,5551,710,3207,3610,3481,370,903,240,2764,9550,202818,1116039,2190,20459,8660,61713,750,620,8740,34223,660,386,9530,98575,6940,36654,200,506,190,72,860,778,210,814,7770,30702,1900,13090,330,4195,27140,1352052,26980,241138,570,2971,1140,1103,11380,12416,2140,353,1410,684,2380,2574,2760,553,5010,7008,890,398,3100,8497,1910,9483,2090,10330,1010,671,32040,286214,4060,7652,3280,6612,2210,3020,2040,1876,780,620,25040,228726,26230,240796,390,625,470,1157,6010,23684,25810,60507
price,2849.0,0.0,0.0,0.0,4555.0,WI,6970,3270,3160,510,4550,12570,2890,190,0,190,0,50,710,2530,326576,6950,333520,5350,217653,2730,2338,1370,6006,1290,4928,880,1034,1160,13225,1300,15689,1150,16499,1910,35793,300,350,1225,1370,15761,370,11999,1770,6944,140,33,30,571,260,1285,270,1279,500,496,40,80,40,679,1450,28321,136596,480,5045,1230,6685,210,159,1300,4517,80,36,1450,11906,940,4705,20,28,0,0,90,91,30,43,960,3207,280,2075,60,885,5240,214604,5240,33710,60,338,320,313,1930,1944,290,27,170,83,330,376,630,146,870,1154,130,37,940,2530,600,3655,650,3890,210,131,6410,42489,1040,1993,810,1655,520,700,260,239,270,203,4860,31763,5250,35096,30,30,50,199,1330,5003,5080,11677
racine,30995.0,0.0,3760.0,0.0,57538.0,WI,96420,47040,36080,12450,48640,181600,56170,2280,490,1780,140,1080,11530,25200,5594029,96200,5665091,80110,4118906,33890,30432,18010,146400,16850,123227,21390,21824,9910,113369,14630,114009,12340,202483,21400,445923,470,4630,16325,15180,210785,3890,226663,20750,71062,2380,605,290,4263,1660,12279,1670,7885,8620,9168,980,2211,450,11104,31700,675464,3575790,6550,59454,28850,196933,2340,1741,29400,133456,2550,1551,31620,338984,24730,145413,750,2253,910,353,3750,4140,530,1492,25610,90384,5540,37007,810,8305,74820,3833744,74520,689704,1690,10565,1990,2040,29420,36437,4570,6011,3300,1547,5670,6635,6220,1128,14900,18762,2170,614,7810,20898,3820,17472,4210,19257,2790,1795,91470,850125,15420,36993,13490,33375,10510,13831,5070,4659,1290,996,68370,654541,71930,685991,1140,1803,1290,4812,16340,56236,74920,202807
richland,0.0,5041.0,1.0,692.0,0.0,WI,7930,3660,3500,710,5530,15330,4380,160,0,160,0,20,590,2640,359831,7910,366762,6310,258252,2810,3192,1420,4200,1280,2764,970,889,1270,13425,1370,13737,1060,12272,1780,32821,860,370,1085,1360,15674,480,22077,1980,6931,140,36,0,0,300,1602,170,815,580,539,50,92,90,847,1620,34311,160961,510,5553,1360,8383,240,167,1460,4498,80,20,1620,13311,1110,5824,30,48,30,6,140,144,20,126,1080,4268,390,3136,30,111,5850,240689,5830,38957,70,310,270,233,2310,2575,270,21,260,128,360,379,670,143,1230,1689,170,49,1040,2572,490,2137,530,2269,250,143,7260,49837,1280,2695,1030,2254,780,1085,290,260,220,187,5310,36387,5780,39584,30,24,60,174,1370,4768,5930,14647
rock,14546.0,20758.0,2018.0,14316.0,21879.0,WI,79100,38550,30000,9930,44180,149410,45760,1660,230,1420,50,970,8810,20500,4181827,78900,4238914,66040,3056858,24010,26678,13690,80912,12850,65820,14380,14876,8280,82934,11270,81603,9870,146508,18120,360690,1250,3500,11911,12330,156212,3370,208841,17330,57087,1840,458,210,3296,1570,10448,1160,5468,7660,7809,750,1594,600,11947,21540,439824,2279150,4480,42273,19550,128276,1660,1552,19840,82592,1720,1066,21500,217668,16730,87194,550,1412,640,254,3030,2992,360,1163,16270,66583,4410,29945,550,5185,61670,2789552,61540,477878,1030,5614,1790,1339,24830,27664,3410,1390,2810,1425,4540,5127,5860,1025,13110,16736,1760,502,6550,17135,2840,9123,3210,10282,2580,1543,74920,604140,12970,30001,11140,26837,8550,11214,3950,3668,1080,695,56330,449135,59520,474346,580,918,790,2097,13110,44000,62020,158406
rusk,2451.0,0.0,0.0,0.0,4362.0,WI,6540,3030,2880,580,4050,12440,3390,90,0,90,0,100,660,2110,275580,6520,280506,5180,197152,2190,2311,1010,4057,920,3020,820,724,1010,7980,980,7746,760,8968,1540,29995,470,610,1865,1110,12294,330,8882,1630,4926,130,31,0,0,200,1097,180,859,490,433,40,105,110,666,1330,26069,113768,440,4096,1120,5539,190,145,1160,3819,100,40,1330,9887,880,4362,20,43,20,8,100,90,0,0,870,3107,360,3366,30,594,4800,173462,4800,26746,40,172,280,267,1880,1795,210,15,120,59,260,281,740,149,900,1186,120,43,780,1673,530,3387,560,3557,320,213,5970,36117,1160,2570,930,2160,690,910,230,208,240,195,4380,24950,4850,27160,0,0,30,96,1180,3638,4880,11709
