STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
AZ,03,Raul ,Grijalva,raul grijalva,"Grijalva, Raul ",D,1,58192
AZ,03,Gabby,Saucedo Mercer,gabby saucedo mercer,"Saucedo Mercer, Gabby",R,0,46185
AZ,03,F.,Sánchez,f sánchez,"Sánchez, F.",OTHER,0,43
AZ,03,Lee,Thompson,lee thompson,"Thompson, Lee",OTHER,0,8
AZ,04,Paul,Gosar,paul gosar,"Gosar, Paul",R,1,122560
AZ,04,Mike,Weisser,mike weisser,"Weisser, Mike",D,0,45179
AZ,04,Chris,Rike,chris rike,"Rike, Chris",OTHER,0,7440
AZ,05,Matt,Salmon,matt salmon,"Salmon, Matt",R,1,124867
AZ,05,James,Woods,james woods,"Woods, James",D,0,54596
AZ,06,David ,Schweikert,david schweikert,"Schweikert, David ",R,1,129578
AZ,06,W. John,Williamson,w williamson,"Williamson, W. John",D,0,70198
AZ,07,Ruben,Gallego,ruben gallego,"Gallego, Ruben",D,0,54235
AZ,07,Joe,Cobb,joe cobb,"Cobb, Joe",OTHER,0,10715
AZ,07,Rebecca,DeWitt,rebecca dewitt,"DeWitt, Rebecca",OTHER,0,3858
AZ,07,José,Peñalosa,josé peñalosa,"Peñalosa, José",OTHER,0,3496
AZ,07,Gary,Dunn,gary dunn,"Dunn, Gary",OTHER,0,129
AZ,07,Gustavo,Ortega,gustavo ortega,"Ortega, Gustavo",OTHER,0,17
AZ,07,Samuel,Esquivel,samuel esquivel,"Esquivel, Samuel",OTHER,0,4
AZ,08,Trent,Franks,trent franks,"Franks, Trent",R,1,128710
AZ,08,Stephen,Dolgos,stephen dolgos,"Dolgos, Stephen",OTHER,0,41066
AZ,09,Kyrsten,Sinema,kyrsten sinema,"Sinema, Kyrsten",D,1,88609
AZ,09,Wendy,Rogers,wendy rogers,"Rogers, Wendy",R,0,67841
AZ,09,Powell,Gammill,powell gammill,"Gammill, Powell",OTHER,0,5612
AR,01,Rick ,Crawford,rick crawford,"Crawford, Rick ",R,1,124139
AR,01,Jackie,McPherson,jackie mcpherson,"McPherson, Jackie",D,0,63555
AR,01,Brian Scott,Willhite,brian willhite,"Willhite, Brian Scott",OTHER,0,8562
AR,02,French ,Hill,french hill,"Hill, French ",R,0,123073
AR,02,Patrick Henry,Hays,patrick hays,"Hays, Patrick Henry",D,0,103477
AR,02,Debbie ,Standiford,debbie standiford,"Standiford, Debbie ",OTHER,0,10590
AR,02,Charles,Neely,charles neely,"Neely, Charles",OTHER,0,190
AR,03,Steve,Womack,steve womack,"Womack, Steve",R,1,151630
AR,03,Grant ,Brand,grant brand,"Brand, Grant ",OTHER,0,39305
AR,04,Bruce,Westerman,bruce westerman,"Westerman, Bruce",R,0,110789
AR,04,James Lee,Witt,james witt,"Witt, James Lee",D,0,87742
AR,04,Ken,Hamilton,ken hamilton,"Hamilton, Ken",OTHER,0,7598
AR,04,Janis K.,Percefull,janis percefull,"Percefull, Janis K.",OTHER,0,2
CA,01,Doug,La Malfa,doug la malfa,"La Malfa, Doug",R,1,132052
CA,01,Heidi,Hall,heidi hall,"Hall, Heidi",D,0,84320
CA,02,Jared,Huffman,jared huffman,"Huffman, Jared",D,1,163124
CA,02,Dale K.,Mensing,dale mensing,"Mensing, Dale K.",R,0,54400
CA,03,John,Garamendi,john garamendi,"Garamendi, John",D,1,79224
CA,03,Dan,Logue,dan logue,"Logue, Dan",R,0,71036
CA,04,Tom,McClintock,tom mcclintock,"McClintock, Tom",R,1,126784
CA,04,"Arthur ""Art""",Moore,arthur moore,"Moore, Arthur ""Art""",R,0,84350
CA,05,Mike,Thompson,mike thompson,"Thompson, Mike",D,1,129613
CA,05,James,Hinton,james hinton,"Hinton, James",OTHER,0,41535
CA,06,Doris,Matsui,doris matsui,"Matsui, Doris",D,1,97008
CA,06,"Joseph, Sr.",McCray,joseph mccray,"McCray, Joseph, Sr.",R,0,36448
CA,07,Ami,Bera,ami bera,"Bera, Ami",D,1,92521
CA,07,Doug,Ose,doug ose,"Ose, Doug",R,0,91066
CA,08,Paul,Cook,paul cook,"Cook, Paul",R,1,77480
CA,08,Bob,Conaway,bob conaway,"Conaway, Bob",D,0,37056
CA,09,Jerry,McNerney,jerry mcnerney,"McNerney, Jerry",D,1,63475
CA,09,"Antonio C. ""Tony""",Amador,antonio amador,"Amador, Antonio C. ""Tony""",R,0,57729
CA,10,Jeff,Denham,jeff denham,"Denham, Jeff",R,1,70582
CA,10,Michael,Eggman,michael eggman,"Eggman, Michael",D,0,55123
CA,11,Mark,Desaulnier,mark desaulnier,"Desaulnier, Mark",D,0,117502
CA,11,Tue,Phan,tue phan,"Phan, Tue",R,0,57160
CA,12,Nancy,Pelosi,nancy pelosi,"Pelosi, Nancy",D,1,160067
CA,12,John,Dennis,john dennis,"Dennis, John",R,0,32197
CA,13,Barbara,Lee,barbara lee,"Lee, Barbara",D,1,168491
CA,13,Dakin,Sundeen,dakin sundeen,"Sundeen, Dakin",R,0,21940
CA,14,Jackie,Speier,jackie speier,"Speier, Jackie",D,1,114389
CA,14,Robin,Chew,robin chew,"Chew, Robin",R,0,34757
CA,15,Eric,Swalwell,eric swalwell,"Swalwell, Eric",D,1,99756
CA,15,Hugh,Bussell,hugh bussell,"Bussell, Hugh",R,0,43150
CA,16,Jim,Costa,jim costa,"Costa, Jim",D,1,46277
CA,16,Johnny,Tacherra,johnny tacherra,"Tacherra, Johnny",R,0,44943
CA,17,Mike,Honda,mike honda,"Honda, Mike",D,1,69561
CA,17,Ro,Khanna,ro khanna,"Khanna, Ro",D,0,64847
CA,18,Anna G.,Eshoo,anna eshoo,"Eshoo, Anna G.",D,1,133060
CA,18,Richard B.,Fox,richard fox,"Fox, Richard B.",R,0,63326
CA,19,Zoe,Lofgren,zoe lofgren,"Lofgren, Zoe",D,1,85888
CA,19,Robert,Murray,robert murray,"Murray, Robert",D,0,41900
CA,20,Sam,Farr,sam farr,"Farr, Sam",D,1,106034
CA,20,Ronald Paul,Kabat,ronald kabat,"Kabat, Ronald Paul",OTHER,0,35010
CA,21,David,Valadao,david valadao,"Valadao, David",R,1,45907
CA,21,Amanda,Renteria,amanda renteria,"Renteria, Amanda",D,0,33470
CA,22,Devin G.,Nunes,devin nunes,"Nunes, Devin G.",R,1,96053
CA,22,"Suzanna ""Sam""",Augilera-Marrero,suzanna augileramarrero,"Augilera-Marrero, Suzanna ""Sam""",D,0,37289
CA,23,Kevin,McCarthy,kevin mccarthy,"McCarthy, Kevin",R,1,100317
CA,23,Raul,Garcia,raul garcia,"Garcia, Raul",D,0,33726
CA,24,Lois,Capps,lois capps,"Capps, Lois",D,1,103228
CA,24,Chris,Mitchum,chris mitchum,"Mitchum, Chris",R,0,95566
CA,25,Steve,Knight,steve knight,"Knight, Steve",R,0,60847
CA,25,Tony,Strickland,tony strickland,"Strickland, Tony",R,0,53225
CA,26,Julia,Brownley,julia brownley,"Brownley, Julia",D,1,87176
CA,26,Jeff,Gorell,jeff gorell,"Gorell, Jeff",R,0,82653
CA,27,Judy,Chu,judy chu,"Chu, Judy",D,1,75728
CA,27,Jack,Orswell,jack orswell,"Orswell, Jack",R,0,51852
CA,28,Adam B.,Schiff,adam schiff,"Schiff, Adam B.",D,1,91996
CA,28,Steve,Stokes,steve stokes,"Stokes, Steve",OTHER,0,28268
CA,29,Tony,Cardenas,tony cardenas,"Cardenas, Tony",D,1,50096
CA,29,William O'Callaghan,Leader,william leader,"Leader, William O'Callaghan",R,0,17045
CA,30,Brad,Sherman,brad sherman,"Sherman, Brad",D,1,86568
CA,30,Mark S.,Reed,mark reed,"Reed, Mark S.",R,0,45315
CA,31,Pete,Aguilar,pete aguilar,"Aguilar, Pete",D,0,51622
CA,31,Paul,Chabot,paul chabot,"Chabot, Paul",R,0,48162
CA,32,Grace F.,Napolitano,grace napolitano,"Napolitano, Grace F.",D,1,50353
CA,32,Arturo Enrique,Alas,arturo alas,"Alas, Arturo Enrique",R,0,34053
CA,33,Ted,Lieu,ted lieu,"Lieu, Ted",D,0,108331
CA,33,Elan,Carr,elan carr,"Carr, Elan",R,0,74700
CA,34,Xavier,Becerra,xavier becerra,"Becerra, Xavier",D,1,44697
CA,34,Adrienne Nicole,Edwards,adrienne edwards,"Edwards, Adrienne Nicole",D,0,16924
CA,35,Norma J.,Torres,norma torres,"Torres, Norma J.",D,0,39502
CA,35,Christina,Gagnier,christina gagnier,"Gagnier, Christina",D,0,22753
CA,36,Raul,Ruiz,raul ruiz,"Ruiz, Raul",D,1,72682
CA,36,Brian,Nestande,brian nestande,"Nestande, Brian",R,0,61457
CA,37,Karen,Bass,karen bass,"Bass, Karen",D,1,96787
CA,37,R. Adam,King,r king,"King, R. Adam",R,0,18051
CA,38,Linda T.,Sanchez,linda sanchez,"Sanchez, Linda T.",D,1,58192
CA,38,Benjamin,Campos,benjamin campos,"Campos, Benjamin",R,0,40288
CA,39,Ed,Royce,ed royce,"Royce, Ed",R,1,91319
CA,39,Peter O.,Anderson,peter anderson,"Anderson, Peter O.",D,0,41906
CA,40,Lucille,Roybal-Allard,lucille roybalallard,"Roybal-Allard, Lucille",D,1,30208
CA,40,David,Sanchez,david sanchez,"Sanchez, David",D,0,19171
CA,41,Mark,Takano,mark takano,"Takano, Mark",D,1,46948
CA,41,Steve,Adams,steve adams,"Adams, Steve",R,0,35936
CA,42,Ken,Calvert,ken calvert,"Calvert, Ken",R,1,74540
CA,42,Tim,Sheridan,tim sheridan,"Sheridan, Tim",D,0,38850
CA,43,Maxine,Waters,maxine waters,"Waters, Maxine",D,1,69681
CA,43,"John, Jr.",Wood,john wood,"Wood, John, Jr.",R,0,28521
CA,44,Janice,Hahn,janice hahn,"Hahn, Janice",D,1,59670
CA,44,Adam,Shbeita,adam shbeita,"Shbeita, Adam",OTHER,0,9192
CA,45,Mimi,Walters,mimi walters,"Walters, Mimi",R,0,106083
CA,45,Drew E.,Leavens,drew leavens,"Leavens, Drew E.",D,0,56819
CA,46,Loretta,Sanchez,loretta sanchez,"Sanchez, Loretta",D,1,49738
CA,46,Adam,Nick,adam nick,"Nick, Adam",R,0,33577
CA,47,Alan,Lowenthal,alan lowenthal,"Lowenthal, Alan",D,1,69091
CA,47,Andy,Whallon,andy whallon,"Whallon, Andy",R,0,54309
CA,48,Dana,Rohrabacher,dana rohrabacher,"Rohrabacher, Dana",R,1,112082
CA,48,Suzanne Joyce,Savary,suzanne savary,"Savary, Suzanne Joyce",D,0,62713
CA,49,Darrell,Issa,darrell issa,"Issa, Darrell",R,1,98161
CA,49,Dave,Peiser,dave peiser,"Peiser, Dave",D,0,64981
CA,50,Duncan D.,Hunter,duncan hunter,"Hunter, Duncan D.",R,1,111997
CA,50,James H.,Kimber,james kimber,"Kimber, James H.",D,0,45302
CA,51,Juan,Vargas,juan vargas,"Vargas, Juan",D,1,56373
CA,51,Stephen,Meade,stephen meade,"Meade, Stephen",R,0,25577
CA,52,Scott,Peters,scott peters,"Peters, Scott",D,1,98826
CA,52,Carl,DeMaio,carl demaio,"DeMaio, Carl",R,0,92746
CA,53,Susan A.,Davis,susan davis,"Davis, Susan A.",D,1,87104
CA,53,Larry A.,Wilske,larry wilske,"Wilske, Larry A.",R,0,60940
CO,01,Diana,DeGette,diana degette,"DeGette, Diana",D,1,183281
CO,01,Martin,Walsh,martin walsh,"Walsh, Martin",R,0,80682
CO,01,Frank,Atwood,frank atwood,"Atwood, Frank",OTHER,0,9292
CO,01,Danny E.,Stroud,danny stroud,"Stroud, Danny E.",OTHER,0,5236
CO,01,Daniel,Kirschler,daniel kirschler,"Kirschler, Daniel",OTHER,0,2
CO,01,Logan,Blackburn,logan blackburn,"Blackburn, Logan",OTHER,0,1
CO,02,Jared,Polis,jared polis,"Polis, Jared",D,1,196300
CO,02,George,Leing,george leing,"Leing, George",R,0,149645
CO,03,Scott R.,Tipton,scott tipton,"Tipton, Scott R.",R,1,163011
CO,03,Abel J.,Tapia,abel tapia,"Tapia, Abel J.",D,0,100364
CO,03,Tisha T.,Casida,tisha casida,"Casida, Tisha T.",OTHER,0,11294
CO,03,Travis,Mero,travis mero,"Mero, Travis",OTHER,0,6472
CO,04,Ken,Buck,ken buck,"Buck, Ken",R,0,185292
CO,04,Vic,Meyers,vic meyers,"Meyers, Vic",D,0,83727
CO,04,Jess,Loban,jess loban,"Loban, Jess",OTHER,0,9472
CO,04,Grant,Doherty,grant doherty,"Doherty, Grant",OTHER,0,8016
CO,05,Doug,Lamborn,doug lamborn,"Lamborn, Doug",R,1,157182
CO,05,Irv,Halter,irv halter,"Halter, Irv",D,0,105673
CO,06,Mike,Coffman,mike coffman,"Coffman, Mike",R,1,143467
CO,06,Andrew,Romanoff,andrew romanoff,"Romanoff, Andrew",D,0,118847
CO,06,Norm,Olsen,norm olsen,"Olsen, Norm",OTHER,0,8623
CO,06,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,5503
CO,07,Ed,Perlmutter,ed perlmutter,"Perlmutter, Ed",D,1,148225
CO,07,Don,Ytterberg,don ytterberg,"Ytterberg, Don",R,0,120918
CT,01,John B.,Larson,john larson,"Larson, John B.",D,1,127430
CT,01,John B.,Larson,john larson,"Larson, John B.",OTHER,0,8395
CT,01,Matthew M.,Corey,matthew corey,"Corey, Matthew M.",R,0,78609
CT,01,Jeffery,Russell,jeffery russell,"Russell, Jeffery",OTHER,0,3447
CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",D,1,131294
CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",OTHER,0,10654
CT,02,Lori,Hopkins-Cavanagh,lori hopkinscavanagh,"Hopkins-Cavanagh, Lori",R,0,80837
CT,02,William C.,Clyde,william clyde,"Clyde, William C.",OTHER,0,2549
CT,02,Daniel ,Reale,daniel reale,"Reale, Daniel ",OTHER,0,2602
CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",D,1,130009
CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",OTHER,0,10476
CT,03,James E.,Brown,james brown,"Brown, James E.",R,0,69454
CT,04,Jim,Himes,jim himes,"Himes, Jim",D,1,101401
CT,04,Jim,Himes,jim himes,"Himes, Jim",OTHER,0,5472
CT,04,Dan,Debicella,dan debicella,"Debicella, Dan",R,0,88209
CT,04,Dan,Debicella,dan debicella,"Debicella, Dan",OTHER,0,3713
CT,04,Stephen A.,Miller,stephen miller,"Miller, Stephen A.",OTHER,0,3
CT,04,Sophie E.,Pastore,sophie pastore,"Pastore, Sophie E.",OTHER,0,2
CT,05,Elizabeth,Esty,elizabeth esty,"Esty, Elizabeth",D,1,106256
CT,05,Elizabeth,Esty,elizabeth esty,"Esty, Elizabeth",OTHER,0,7308
CT,05,John J.,Pistone,john pistone,"Pistone, John J.",OTHER,0,1970
CT,05,Mark,Greenberg,mark greenberg,"Greenberg, Mark",R,0,92404
CT,05,Mark,Greenberg,mark greenberg,"Greenberg, Mark",OTHER,0,5363
DE,00,"John C., Jr.",Carney,john carney,"Carney, John C., Jr.",D,1,137251
DE,00,Rose,Izzo,rose izzo,"Izzo, Rose",R,0,85146
DE,00,Bernard,August,bernard august,"August, Bernard",OTHER,0,4801
DE,00,Scott,Gesty,scott gesty,"Gesty, Scott",OTHER,0,4419
DC,00,Eleanor H.,Norton,eleanor norton,"Norton, Eleanor H.",D,1,143923
DC,00,Nelson F.,Rimensnyder,nelson rimensnyder,"Rimensnyder, Nelson F.",R,0,11673
DC,00,Timothy J.,Krepp,timothy krepp,"Krepp, Timothy J.",OTHER,0,9101
DC,00,Natale Lino,Stracuzzi,natale stracuzzi,"Stracuzzi, Natale Lino",OTHER,0,6073
DC,00,Sara Jane ,Panfil,sara panfil,"Panfil, Sara Jane #",OTHER,0,#
FL,01,Jeff,Miller,jeff miller,"Miller, Jeff",R,1,165086
FL,01,Jim,Bryan,jim bryan,"Bryan, Jim",D,0,54976
FL,01,Mark,Wichern,mark wichern,"Wichern, Mark",OTHER,0,15281
FL,02,Gwen,Graham,gwen graham,"Graham, Gwen",D,0,126096
FL,02,Steve,Southerland,steve southerland,"Southerland, Steve",R,1,123262
FL,02,Luther ,Lee,luther lee,"Lee, Luther ",OTHER,0,422
FL,03,Ted,Yoho,ted yoho,"Yoho, Ted",R,1,148691
FL,03,Marihelen,Wheeler,marihelen wheeler,"Wheeler, Marihelen",D,0,73910
FL,03,Howard Term Limits,Lawson,howard lawson,"Lawson, Howard Term Limits",OTHER,0,6208
FL,04,Ander,Crenshaw,ander crenshaw,"Crenshaw, Ander",R,1,177887
FL,04,Paula ,Moser-Bartlett,paula moserbartlett,"Moser-Bartlett, Paula ",OTHER,0,35663
FL,04,Gary L.,Koniz,gary koniz,"Koniz, Gary L.",OTHER,0,13690
FL,04,Deborah Katz,Pueschel,deborah pueschel,"Pueschel, Deborah Katz",OTHER,0,13
FL,05,Corrine ,Brown,corrine brown,"Brown, Corrine ",D,1,112340
FL,05,Glo,Smith,glo smith,"Smith, Glo",R,0,59237
FL,06,Ron,DeSantis,ron desantis,"DeSantis, Ron",R,1,166254
FL,06,David,Cox,david cox,"Cox, David",D,0,99563
FL,07,John  ,Mica,john mica,"Mica, John  ",R,1,144474
FL,07,Wes,Neuman,wes neuman,"Neuman, Wes",D,0,73011
FL,07,Al,Krulick,al krulick,"Krulick, Al",OTHER,0,9679
FL,08,Bill,Posey,bill posey,"Posey, Bill",R,1,180728
FL,08,Gabriel,Rothblatt,gabriel rothblatt,"Rothblatt, Gabriel",D,0,93724
FL,08,"Christopher L., Jr",Duncan,christopher duncan,"Duncan, Christopher L., Jr",OTHER,0,61
FL,09,Alan,Grayson,alan grayson,"Grayson, Alan",D,1,93850
FL,09,Carol ,Platt,carol platt,"Platt, Carol ",R,0,74963
FL,09,Marko,Milakovich,marko milakovich,"Milakovich, Marko",OTHER,0,5060
FL,09,Leon Leo,Ray,leon ray,"Ray, Leon Leo",OTHER,0,5
FL,10,Daniel ,Webster,daniel webster,"Webster, Daniel ",R,1,143128
FL,10,Michael,McKenna,michael mckenna,"McKenna, Michael",D,0,89426
FL,10,David B.,Falstad,david falstad,"Falstad, David B.",OTHER,0,20
FL,11,"Richard B. ""Rich""",Nugent,richard nugent,"Nugent, Richard B. ""Rich""",R,1,181508
FL,11,Dave ,Koller,dave koller,"Koller, Dave ",D,0,90786
FL,12,Gus Michael,Bilirakis,gus bilirakis,"Bilirakis, Gus Michael",R,1,Unopposed
FL,13,David W.,Jolly,david jolly,"Jolly, David W.",R,1,168172
FL,13,Lucas,Overby,lucas overby,"Overby, Lucas",OTHER,0,55318
FL,13,Michael Stephen,Levinson,michael levinson,"Levinson, Michael Stephen",OTHER,0,86
FL,14,Kathy ,Castor,kathy castor,"Castor, Kathy ",D,1,Unopposed
FL,15,Dennis A.,Ross,dennis ross,"Ross, Dennis A.",R,1,128750
FL,15,Alan M.,Cohn,alan cohn,"Cohn, Alan M.",D,0,84832
FL,16,Vern,Buchanan,vern buchanan,"Buchanan, Vern",R,1,169126
FL,16,Henry ,Lawrence,henry lawrence,"Lawrence, Henry ",D,0,105483
FL,16,Joe,Newman,joe newman,"Newman, Joe",OTHER,0,220
FL,17,Tom,Rooney,tom rooney,"Rooney, Tom",R,1,141493
FL,17,Will,Bronson,will bronson,"Bronson, Will",D,0,82263
FL,18,Patrick ,Murphy,patrick murphy,"Murphy, Patrick ",D,1,151478
FL,18,Carl J.,Domino,carl domino,"Domino, Carl J.",R,0,101896
FL,19,Curt ,Clawson,curt clawson,"Clawson, Curt ",R,1,159354
FL,19,April,Freeman,april freeman,"Freeman, April",D,0,80824
FL,19,Ray ,Netherwood,ray netherwood,"Netherwood, Ray ",OTHER,0,6671
FL,19,Timothy J.,Rossano,timothy rossano,"Rossano, Timothy J.",OTHER,0,12
FL,20,Alcee L.,Hasting,alcee hasting,"Hastings, Alcee L.",D,1,128498
FL,20,Jay,Bonner,jay bonner,"Bonner, Jay",R,0,28968
FL,21,Ted,Deutch,ted deutch,"Deutch, Ted",D,1,153395
FL,21,W. Michael,Trout,w trout,"Trout, W. Michael",OTHER,0,575
FL,22,Lois,Frankel,lois frankel,"Frankel, Lois",D,1,125404
FL,22,Paul,Spain,paul spain,"Spain, Paul",R,0,90685
FL,22,Raymond,Schamis,raymond schamis,"Schamis, Raymond",OTHER,0,7
FL,23,Debbie Wasserman,Schultz,debbie schultz,"Schultz, Debbie Wasserman",D,1,103269
FL,23,"Joseph ""Joe""",Kaufman,joseph kaufman,"Kaufman, Joseph ""Joe""",R,0,61519
FL,24,Frederica S.,Wilson,frederica wilson,"Wilson, Frederica S.",D,1,129192
FL,24,Dufirstson Julio ,Neree,dufirstson neree,"Neree, Dufirstson Julio ",R,0,15239
FL,24,Luis E.,Fernandez,luis fernandez,"Fernandez, Luis E.",OTHER,0,5487
FL,25,Mario,Diaz-Balart,mario diazbalart,"Diaz-Balart, Mario",R,1,Unopposed
FL,26,Carlos ,Curbelo,carlos curbelo,"Curbelo, Carlos ",R,0,83031
FL,26,Joe,Garcia,joe garcia,"Garcia, Joe",D,1,78306
FL,27,Ileana ,Ros-Lehtinen,ileana roslehtinen,"Ros-Lehtinen, Ileana ",R,1,Unopposed
GA,01,"E. L. ""Buddy""",Carter,e carter,"Carter, E. L. ""Buddy""",R,0,95337
GA,01,Brian Corwin,Reese,brian reese,"Reese, Brian Corwin",D,0,61175
GA,02,Sanford D.,Bishop,sanford bishop,"Bishop, Sanford D.",D,1,96363
GA,02,"Gregory P. ""Greg""",Duke,gregory duke,"Duke, Gregory P. ""Greg""",R,0,66537
GA,03,Lynn Acton,Westmoreland,lynn westmoreland,"Westmoreland, Lynn Acton",R,1,156277
GA,04,"Henry C. ""Hank,"" Jr.",Johnson,henry johnson,"Johnson, Henry C. ""Hank,"" Jr.",D,1,161211
GA,04,Raymond L.,Davis,raymond davis,"Davis, Raymond L.",OTHER,0,109
GA,05,John R.,Lewis,john lewis,"Lewis, John R.",D,1,170326
GA,06,"Thomas E. ""Tom""",Price,thomas price,"Price, Thomas E. ""Tom""",R,1,139018
GA,06,Robert G.,Montigel,robert montigel,"Montigel, Robert G.",D,0,71486
GA,07,"William Robert ""Rob""",Woodall,william woodall,"Woodall, William Robert ""Rob""",R,1,113557
GA,07,Thomas Dee,Wight,thomas wight,"Wight, Thomas Dee",D,0,60112
GA,08,James Austin,Scott,james scott,"Scott, James Austin",R,1,129938
GA,08,Ronald L.,Cain,ronald cain,"Cain, Ronald L.",OTHER,0,119
GA,09,"Douglas Allen ""Doug""",Collins,douglas collins,"Collins, Douglas Allen ""Doug""",R,1,146059
GA,09,David Donald,Vogel,david vogel,"Vogel, David Donald",D,0,34988
GA,10,Jody B.,Hice,jody hice,"Hice, Jody B.",R,0,130703
GA,10,"Ivory Kenneth ""Ken""",Dious,ivory dious,"Dious, Ivory Kenneth ""Ken""",D,0,65777
GA,11,Barry D.,Loudermilk,barry loudermilk,"Loudermilk, Barry D.",R,0,161532
GA,12,"Richard ""Rick""",Allen,richard allen,"Allen, Richard ""Rick""",R,0,91336
GA,12,John Jenkins,Barrow,john barrow,"Barrow, John Jenkins",D,1,75478
GA,13,David Albert,Scott,david scott,"Scott, David Albert",D,1,159445
GA,14,"John Thomas ""Tom""",Graves,john graves,"Graves, John Thomas ""Tom""",R,1,118782
GU,00,Madeleine Z.,Bordallo,madeleine bordallo,"Bordallo, Madeleine Z.",D,1,20693
GU,00,Margaret G.,Metcalfe,margaret metcalfe,"Metcalfe, Margaret G.",R,0,14956
HI,01,Mark,Takai,mark takai,"Takai, Mark",D,0,93390
HI,01,Charles,Djou,charles djou,"Djou, Charles",R,0,86454
HI,02,Tulsi,Gabbard,tulsi gabbard,"Gabbard, Tulsi",D,1,142010
HI,02,Kawika,Crowley,kawika crowley,"Crowley, Kawika",R,0,33630
HI,02,Joe,Kent,joe kent,"Kent, Joe",OTHER,0,4693
ID,01,Raul R.,Labrador,raul labrador,"Labrador, Raul R.",R,1,143580
ID,01,Reed C.,McCandless,reed mccandless,"McCandless, Reed C.",OTHER,0,7
ID,01,Shirley G.,Ringo,shirley ringo,"Ringo, Shirley G.",D,0,77277
ID,02,Mike,Simpson,mike simpson,"Simpson, Mike",R,1,131492
ID,02,Richard ,Stallings,richard stallings,"Stallings, Richard ",D,0,82801
IL,01,Bobby L.,Rush,bobby rush,"Rush, Bobby L.",D,1,162268
IL,01,Jimmy Lee,Tillman,jimmy tillman,"Tillman, Jimmy Lee",R,0,59749
IL,02,Robin ,Kelly,robin kelly,"Kelly, Robin ",D,1,160337
IL,02,Eric M.,Wallace,eric wallace,"Wallace, Eric M.",R,0,43799
IL,02,Marcus,Lewis,marcus lewis,"Wallace, Marcus",OTHER,0,130
IL,03,Daniel William ,Lipinski,daniel lipinski,"Lipinski, Daniel William ",D,1,116764
IL,03,Sharon M.,Brannigan,sharon brannigan,"Brannigan, Sharon M.",R,0,64091
IL,04,Luis V.,Gutierrez,luis gutierrez,"Gutierrez, Luis V.",D,1,79666
